NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_POSITIVE_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN	GOBP_POSITIVE_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN	Details ...	66	0.4370217	1.4417695	0.01746725	1.0	0.994	2782	tags=32%, list=15%, signal=37%	
GOBP_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GOBP_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	Details ...	82	0.44469923	1.4402616	0.03960396	1.0	0.994	3002	tags=27%, list=16%, signal=32%	
GOBP_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	GOBP_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	Details ...	162	0.36072963	1.4364275	0.05	1.0	0.995	5264	tags=44%, list=29%, signal=61%	
GOBP_CILIUM_MOVEMENT	GOBP_CILIUM_MOVEMENT	Details ...	154	0.36632854	1.4214021	0.04989154	1.0	0.997	5673	tags=46%, list=31%, signal=66%	
GOBP_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	GOBP_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	Details ...	50	0.43161237	1.4035149	0.08582834	1.0	0.999	5423	tags=56%, list=30%, signal=79%	
GOBP_ICOSANOID_METABOLIC_PROCESS	GOBP_ICOSANOID_METABOLIC_PROCESS	Details ...	114	0.41494247	1.3892347	0.03601695	1.0	0.999	3662	tags=36%, list=20%, signal=45%	
GOBP_AXONEME_ASSEMBLY	GOBP_AXONEME_ASSEMBLY	Details ...	71	0.39207336	1.3879237	0.07098121	1.0	0.999	5673	tags=49%, list=31%, signal=71%	
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	Details ...	89	0.3899309	1.3801223	0.014056225	1.0	0.999	3304	tags=30%, list=18%, signal=37%	
GOBP_MULTICELLULAR_ORGANISMAL_SIGNALING	GOBP_MULTICELLULAR_ORGANISMAL_SIGNALING		191	0.36676115	1.376055	0.0625	1.0	0.999	3942	tags=37%, list=22%, signal=47%	
GOBP_NEGATIVE_REGULATION_OF_WOUND_HEALING	GOBP_NEGATIVE_REGULATION_OF_WOUND_HEALING		68	0.39273715	1.3720196	0.03131524	1.0	0.999	2360	tags=25%, list=13%, signal=29%	
GOBP_MICROTUBULE_BUNDLE_FORMATION	GOBP_MICROTUBULE_BUNDLE_FORMATION		101	0.33558708	1.3716176	0.060165975	1.0	0.999	5673	tags=42%, list=31%, signal=60%	
GOBP_CARBOHYDRATE_TRANSPORT	GOBP_CARBOHYDRATE_TRANSPORT		143	0.31279257	1.3685011	0.04121475	1.0	0.999	4475	tags=34%, list=25%, signal=44%	
GOBP_ARACHIDONIC_ACID_METABOLIC_PROCESS	GOBP_ARACHIDONIC_ACID_METABOLIC_PROCESS		55	0.44749826	1.363581	0.08033827	1.0	0.999	3662	tags=38%, list=20%, signal=48%	
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE		82	0.43117315	1.3564341	0.05252101	1.0	0.999	3251	tags=32%, list=18%, signal=38%	
GOBP_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS	GOBP_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS		87	0.34035885	1.3547082	0.04	1.0	0.999	2069	tags=21%, list=11%, signal=23%	
GOBP_ENDOCRINE_PROCESS	GOBP_ENDOCRINE_PROCESS		72	0.38550487	1.353958	0.046025105	1.0	0.999	1933	tags=25%, list=11%, signal=28%	
GOBP_AMINO_ACID_TRANSPORT	GOBP_AMINO_ACID_TRANSPORT		142	0.34096047	1.3524681	0.0554371	1.0	0.999	4287	tags=37%, list=23%, signal=48%	
GOBP_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORT	GOBP_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORT		111	0.3768803	1.3500618	0.11134021	1.0	0.999	5023	tags=41%, list=28%, signal=56%	
GOBP_RESPONSE_TO_CORTICOSTEROID	GOBP_RESPONSE_TO_CORTICOSTEROID		147	0.3437034	1.3452619	0.028199567	1.0	0.999	3473	tags=31%, list=19%, signal=38%	
GOBP_CORNIFICATION	GOBP_CORNIFICATION		113	0.46787533	1.3443655	0.09453782	1.0	0.999	3345	tags=36%, list=18%, signal=44%	
GOBP_POSITIVE_REGULATION_OF_AXONOGENESIS	GOBP_POSITIVE_REGULATION_OF_AXONOGENESIS		72	0.35002872	1.330531	0.068041235	1.0	1.0	4149	tags=35%, list=23%, signal=45%	
GOBP_ENDOCHONDRAL_BONE_MORPHOGENESIS	GOBP_ENDOCHONDRAL_BONE_MORPHOGENESIS		52	0.39303264	1.3267777	0.08760684	1.0	1.0	4067	tags=35%, list=22%, signal=44%	
GOBP_REGULATION_OF_NEUROTRANSMITTER_LEVELS	GOBP_REGULATION_OF_NEUROTRANSMITTER_LEVELS		200	0.33292425	1.3199934	0.06526316	1.0	1.0	4652	tags=39%, list=25%, signal=51%	
GOBP_NEGATIVE_REGULATION_OF_COAGULATION	GOBP_NEGATIVE_REGULATION_OF_COAGULATION		51	0.3977186	1.316141	0.072765075	1.0	1.0	1863	tags=24%, list=10%, signal=26%	
GOBP_SYNCYTIUM_FORMATION	GOBP_SYNCYTIUM_FORMATION		54	0.388603	1.3070272	0.100409836	1.0	1.0	5650	tags=48%, list=31%, signal=70%	
GOBP_STRIATED_MUSCLE_CELL_DEVELOPMENT	GOBP_STRIATED_MUSCLE_CELL_DEVELOPMENT		101	0.337352	1.3058391	0.04506438	1.0	1.0	3304	tags=34%, list=18%, signal=41%	
GOBP_INORGANIC_ANION_TRANSPORT	GOBP_INORGANIC_ANION_TRANSPORT		161	0.33919644	1.3046812	0.10953347	1.0	1.0	5038	tags=38%, list=28%, signal=52%	
GOBP_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN	GOBP_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN		80	0.3617771	1.3046628	0.060402684	1.0	1.0	2782	tags=26%, list=15%, signal=31%	
GOBP_RESPONSE_TO_ORGANOPHOSPHORUS	GOBP_RESPONSE_TO_ORGANOPHOSPHORUS		125	0.3317767	1.3042415	0.058064517	1.0	1.0	3415	tags=30%, list=19%, signal=36%	
GOBP_NEUROTRANSMITTER_TRANSPORT	GOBP_NEUROTRANSMITTER_TRANSPORT		199	0.341262	1.3040593	0.096359745	1.0	1.0	4703	tags=40%, list=26%, signal=54%	
GOBP_NEUROPEPTIDE_SIGNALING_PATHWAY	GOBP_NEUROPEPTIDE_SIGNALING_PATHWAY		97	0.448755	1.3025852	0.11134904	1.0	1.0	3510	tags=37%, list=19%, signal=46%	
GOBP_INOSITOL_PHOSPHATE_MEDIATED_SIGNALING	GOBP_INOSITOL_PHOSPHATE_MEDIATED_SIGNALING		53	0.3481334	1.3021914	0.073469386	1.0	1.0	2449	tags=21%, list=13%, signal=24%	
GOBP_REGULATION_OF_COAGULATION	GOBP_REGULATION_OF_COAGULATION		70	0.3763686	1.300847	0.08943089	1.0	1.0	1863	tags=23%, list=10%, signal=25%	
GOBP_REGULATION_OF_WOUND_HEALING	GOBP_REGULATION_OF_WOUND_HEALING		122	0.3439827	1.2980467	0.07450981	1.0	1.0	2469	tags=22%, list=14%, signal=25%	
GOBP_SPERM_MOTILITY	GOBP_SPERM_MOTILITY		94	0.34064874	1.2946929	0.11727079	1.0	1.0	5054	tags=39%, list=28%, signal=54%	
GOBP_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING	GOBP_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING		64	0.36625534	1.2945768	0.08351178	1.0	1.0	6332	tags=52%, list=35%, signal=79%	
GOBP_CHLORIDE_TRANSPORT	GOBP_CHLORIDE_TRANSPORT		100	0.38504148	1.2944928	0.15982722	1.0	1.0	5824	tags=48%, list=32%, signal=70%	
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT	GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT		53	0.3577608	1.2930962	0.09287257	1.0	1.0	2223	tags=23%, list=12%, signal=26%	
GOBP_RESPONSE_TO_CAMP	GOBP_RESPONSE_TO_CAMP		90	0.34299546	1.2901651	0.071428575	1.0	1.0	3366	tags=32%, list=18%, signal=39%	
GOBP_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY	GOBP_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY		52	0.3992554	1.2881413	0.13944954	1.0	1.0	3159	tags=29%, list=17%, signal=35%	
GOBP_B_CELL_MEDIATED_IMMUNITY	GOBP_B_CELL_MEDIATED_IMMUNITY		114	0.3400607	1.2850407	0.089108914	1.0	1.0	3839	tags=31%, list=21%, signal=39%	
GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER	GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER		63	0.42858213	1.2843959	0.077586204	1.0	1.0	2871	tags=33%, list=16%, signal=39%	
GOBP_TRANSMISSION_OF_NERVE_IMPULSE	GOBP_TRANSMISSION_OF_NERVE_IMPULSE		66	0.40090212	1.2825863	0.13052632	1.0	1.0	5263	tags=52%, list=29%, signal=72%	
GOBP_RESPONSE_TO_PURINE_CONTAINING_COMPOUND	GOBP_RESPONSE_TO_PURINE_CONTAINING_COMPOUND		139	0.30267924	1.2813876	0.052873563	1.0	1.0	3415	tags=30%, list=19%, signal=37%	
GOBP_REGULATION_OF_BLOOD_PRESSURE	GOBP_REGULATION_OF_BLOOD_PRESSURE		164	0.32931533	1.2751164	0.046908315	1.0	1.0	2786	tags=24%, list=15%, signal=29%	
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY		51	0.43751398	1.2747121	0.14754099	1.0	1.0	1911	tags=27%, list=10%, signal=31%	
GOBP_POSITIVE_REGULATION_OF_WOUND_HEALING	GOBP_POSITIVE_REGULATION_OF_WOUND_HEALING		56	0.37335172	1.2675298	0.114754096	1.0	1.0	3146	tags=27%, list=17%, signal=32%	
GOBP_CARBOHYDRATE_TRANSMEMBRANE_TRANSPORT	GOBP_CARBOHYDRATE_TRANSMEMBRANE_TRANSPORT		111	0.28576088	1.2673466	0.069815196	1.0	1.0	4475	tags=32%, list=25%, signal=43%	
GOBP_CELLULAR_RESPONSE_TO_TOXIC_SUBSTANCE	GOBP_CELLULAR_RESPONSE_TO_TOXIC_SUBSTANCE		115	0.32123604	1.2673348	0.07589286	1.0	1.0	3065	tags=22%, list=17%, signal=26%	
GOBP_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE	GOBP_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE		73	0.38432977	1.2639334	0.121475056	1.0	1.0	3764	tags=33%, list=21%, signal=41%	
GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS	GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS		106	0.3787119	1.2600036	0.13263159	1.0	1.0	3815	tags=35%, list=21%, signal=44%	
GOBP_VASCULAR_TRANSPORT	GOBP_VASCULAR_TRANSPORT		85	0.3381461	1.2595729	0.14978904	1.0	1.0	6088	tags=48%, list=33%, signal=72%	
GOBP_SUPEROXIDE_METABOLIC_PROCESS	GOBP_SUPEROXIDE_METABOLIC_PROCESS		60	0.3374625	1.2593955	0.08352145	1.0	1.0	4957	tags=37%, list=27%, signal=50%	
GOBP_ADULT_BEHAVIOR	GOBP_ADULT_BEHAVIOR		113	0.34940615	1.2563298	0.15	1.0	1.0	2604	tags=26%, list=14%, signal=30%	
GOBP_MONOCARBOXYLIC_ACID_TRANSPORT	GOBP_MONOCARBOXYLIC_ACID_TRANSPORT		172	0.31282973	1.2559502	0.08450704	1.0	1.0	3365	tags=26%, list=18%, signal=31%	
GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY	GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY		119	0.31796485	1.252773	0.14660831	1.0	1.0	5054	tags=39%, list=28%, signal=53%	
GOBP_MOLTING_CYCLE	GOBP_MOLTING_CYCLE		101	0.36342514	1.2489694	0.12951168	1.0	1.0	2739	tags=29%, list=15%, signal=34%	
GOBP_CALCIUM_ION_IMPORT	GOBP_CALCIUM_ION_IMPORT		78	0.33547628	1.2472057	0.13247864	1.0	1.0	3158	tags=31%, list=17%, signal=37%	
GOBP_MUSCLE_ORGAN_MORPHOGENESIS	GOBP_MUSCLE_ORGAN_MORPHOGENESIS		70	0.36611506	1.2446626	0.097510375	1.0	1.0	2748	tags=34%, list=15%, signal=40%	
GOBP_REGULATION_OF_RESPONSE_TO_WOUNDING	GOBP_REGULATION_OF_RESPONSE_TO_WOUNDING		150	0.31287152	1.2430874	0.07676349	1.0	1.0	3888	tags=28%, list=21%, signal=35%	
GOBP_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL	GOBP_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL		146	0.31381193	1.2428112	0.118503116	1.0	1.0	3905	tags=29%, list=21%, signal=37%	
GOBP_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	GOBP_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS		114	0.3325242	1.2420113	0.094736844	1.0	1.0	3777	tags=28%, list=21%, signal=35%	
GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS		112	0.38826612	1.2354722	0.19661734	1.0	1.0	3815	tags=35%, list=21%, signal=44%	
GOBP_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS	GOBP_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS		56	0.36072809	1.2319088	0.10021322	1.0	1.0	2748	tags=32%, list=15%, signal=38%	
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_WOUNDING	GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_WOUNDING		64	0.33874452	1.2308471	0.10633947	1.0	1.0	3146	tags=25%, list=17%, signal=30%	
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MIGRATION	GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MIGRATION		128	0.3467991	1.2305894	0.14257425	1.0	1.0	3341	tags=27%, list=18%, signal=33%	
GOBP_SEQUESTERING_OF_CALCIUM_ION	GOBP_SEQUESTERING_OF_CALCIUM_ION		114	0.31415117	1.2289919	0.09775967	1.0	1.0	3893	tags=30%, list=21%, signal=38%	
GOBP_CALCIUM_ION_REGULATED_EXOCYTOSIS	GOBP_CALCIUM_ION_REGULATED_EXOCYTOSIS		61	0.35415006	1.227747	0.16901408	1.0	1.0	5314	tags=51%, list=29%, signal=71%	
GOBP_OLIGOSACCHARIDE_METABOLIC_PROCESS	GOBP_OLIGOSACCHARIDE_METABOLIC_PROCESS		54	0.37076765	1.2266748	0.14403293	1.0	1.0	3043	tags=28%, list=17%, signal=33%	
GOBP_CYTOSOLIC_CALCIUM_ION_TRANSPORT	GOBP_CYTOSOLIC_CALCIUM_ION_TRANSPORT		166	0.29770365	1.2265035	0.10492505	1.0	1.0	3905	tags=29%, list=21%, signal=36%	
GOBP_VENTRICULAR_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT	GOBP_VENTRICULAR_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT		50	0.37416536	1.2248899	0.13319239	1.0	1.0	3389	tags=34%, list=19%, signal=42%	
GOBP_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS	GOBP_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS		56	0.34439746	1.2244124	0.15913978	1.0	1.0	4676	tags=41%, list=26%, signal=55%	
GOBP_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	GOBP_AMINO_ACID_TRANSMEMBRANE_TRANSPORT		87	0.30829784	1.2215538	0.1564482	1.0	1.0	4755	tags=38%, list=26%, signal=51%	
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_WOUNDING	GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_WOUNDING		84	0.3337086	1.2214596	0.10583153	1.0	1.0	2360	tags=21%, list=13%, signal=24%	
GOBP_NEURON_FATE_COMMITMENT	GOBP_NEURON_FATE_COMMITMENT		59	0.4809691	1.2213504	0.200409	1.0	1.0	3369	tags=42%, list=18%, signal=52%	
GOBP_RIBOSOME_ASSEMBLY	GOBP_RIBOSOME_ASSEMBLY		57	0.39693895	1.2213138	0.23046093	1.0	1.0	3230	tags=30%, list=18%, signal=36%	
GOBP_REGULATION_OF_LIPID_CATABOLIC_PROCESS	GOBP_REGULATION_OF_LIPID_CATABOLIC_PROCESS		59	0.3409532	1.2197385	0.15555556	1.0	1.0	5320	tags=42%, list=29%, signal=60%	
GOBP_SKIN_EPIDERMIS_DEVELOPMENT	GOBP_SKIN_EPIDERMIS_DEVELOPMENT		81	0.3527815	1.2189926	0.15010571	1.0	1.0	2637	tags=27%, list=14%, signal=32%	
GOBP_RESPONSE_TO_ETHANOL	GOBP_RESPONSE_TO_ETHANOL		119	0.31154054	1.2189119	0.1106383	1.0	1.0	3565	tags=24%, list=20%, signal=30%	
GOBP_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS	GOBP_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS		51	0.37436667	1.2159247	0.1595092	1.0	1.0	1407	tags=22%, list=8%, signal=23%	
GOBP_REGULATION_OF_SODIUM_ION_TRANSPORT	GOBP_REGULATION_OF_SODIUM_ION_TRANSPORT		83	0.3069019	1.2123545	0.16736402	1.0	1.0	2565	tags=23%, list=14%, signal=27%	
GOBP_HIPPOCAMPUS_DEVELOPMENT	GOBP_HIPPOCAMPUS_DEVELOPMENT		71	0.34422684	1.2092242	0.16814159	1.0	1.0	3680	tags=32%, list=20%, signal=40%	
GOBP_DETOXIFICATION	GOBP_DETOXIFICATION		130	0.3058077	1.2060432	0.13870247	1.0	1.0	2727	tags=20%, list=15%, signal=23%	
GOBP_LIPID_EXPORT_FROM_CELL	GOBP_LIPID_EXPORT_FROM_CELL		80	0.31668028	1.2043108	0.14046122	1.0	1.0	3292	tags=30%, list=18%, signal=36%	
GOBP_FERTILIZATION	GOBP_FERTILIZATION		183	0.3036799	1.2033296	0.16666667	1.0	1.0	3860	tags=31%, list=21%, signal=38%	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION	GOBP_NEGATIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION		61	0.30531928	1.2021918	0.17371938	1.0	1.0	2730	tags=23%, list=15%, signal=27%	
GOBP_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT	GOBP_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT		99	0.3388471	1.1991414	0.12975392	1.0	1.0	3764	tags=29%, list=21%, signal=37%	
GOBP_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	GOBP_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE		91	0.3293003	1.199055	0.21836735	1.0	1.0	4564	tags=42%, list=25%, signal=55%	
GOBP_TERPENOID_METABOLIC_PROCESS	GOBP_TERPENOID_METABOLIC_PROCESS		117	0.40029705	1.1987611	0.22594142	1.0	1.0	3298	tags=32%, list=18%, signal=39%	
GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		77	0.3138581	1.1977158	0.17278618	1.0	1.0	2990	tags=23%, list=16%, signal=28%	
GOBP_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS	GOBP_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS		89	0.32871783	1.1964947	0.19507186	1.0	1.0	4542	tags=29%, list=25%, signal=39%	
GOBP_REGULATION_OF_EPIDERMIS_DEVELOPMENT	GOBP_REGULATION_OF_EPIDERMIS_DEVELOPMENT		68	0.32253638	1.1928822	0.1091314	1.0	1.0	1199	tags=15%, list=7%, signal=16%	
GOBP_RESPONSE_TO_DOPAMINE	GOBP_RESPONSE_TO_DOPAMINE		86	0.33553982	1.1911895	0.14712153	1.0	1.0	2536	tags=23%, list=14%, signal=27%	
GOBP_NEUROMUSCULAR_PROCESS	GOBP_NEUROMUSCULAR_PROCESS		89	0.32564375	1.1883789	0.15811966	1.0	1.0	1884	tags=22%, list=10%, signal=25%	
GOBP_WATER_HOMEOSTASIS	GOBP_WATER_HOMEOSTASIS		78	0.3768064	1.1883537	0.21370968	1.0	1.0	4337	tags=42%, list=24%, signal=55%	
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	GOBP_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS		120	0.3436932	1.1877979	0.21341464	1.0	1.0	3347	tags=29%, list=18%, signal=35%	
GOBP_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION	GOBP_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION		83	0.30433136	1.186725	0.1431718	1.0	1.0	5198	tags=42%, list=28%, signal=59%	
GOBP_POSITIVE_REGULATION_OF_CHEMOTAXIS	GOBP_POSITIVE_REGULATION_OF_CHEMOTAXIS		135	0.31071886	1.185979	0.1453831	1.0	1.0	2917	tags=23%, list=16%, signal=27%	
GOBP_O_GLYCAN_PROCESSING	GOBP_O_GLYCAN_PROCESSING		58	0.35516	1.1842127	0.25050917	1.0	1.0	5592	tags=45%, list=31%, signal=64%	
GOBP_REGULATION_OF_AXONOGENESIS	GOBP_REGULATION_OF_AXONOGENESIS		141	0.2835187	1.1841947	0.16989248	1.0	1.0	3985	tags=30%, list=22%, signal=38%	
GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY		137	0.3196927	1.1839417	0.15948276	1.0	1.0	3254	tags=28%, list=18%, signal=34%	
GOBP_COMPLEMENT_ACTIVATION	GOBP_COMPLEMENT_ACTIVATION		67	0.36840296	1.1817266	0.19770116	1.0	1.0	3764	tags=28%, list=21%, signal=36%	
GOBP_AORTA_DEVELOPMENT	GOBP_AORTA_DEVELOPMENT		51	0.34299555	1.1811662	0.19915254	1.0	1.0	3069	tags=31%, list=17%, signal=38%	
GOBP_CHOLESTEROL_EFFLUX	GOBP_CHOLESTEROL_EFFLUX		51	0.35009018	1.1787202	0.19103314	1.0	1.0	5275	tags=41%, list=29%, signal=58%	
GOBP_POSITIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION	GOBP_POSITIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION		61	0.3637894	1.1760712	0.18495935	1.0	1.0	3158	tags=33%, list=17%, signal=40%	
GOBP_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	GOBP_REGULATION_OF_REGULATED_SECRETORY_PATHWAY		128	0.31117964	1.1731175	0.20858896	1.0	1.0	3893	tags=34%, list=21%, signal=42%	
GOBP_EXCRETION	GOBP_EXCRETION		57	0.3692464	1.1714016	0.22083333	1.0	1.0	5275	tags=44%, list=29%, signal=61%	
GOBP_CELLULAR_MODIFIED_AMINO_ACID_METABOLIC_PROCESS	GOBP_CELLULAR_MODIFIED_AMINO_ACID_METABOLIC_PROCESS		188	0.29320827	1.1692724	0.19409283	1.0	1.0	4008	tags=28%, list=22%, signal=35%	
GOBP_POSITIVE_REGULATION_OF_TRANSPORTER_ACTIVITY	GOBP_POSITIVE_REGULATION_OF_TRANSPORTER_ACTIVITY		106	0.28219637	1.1682147	0.14847161	1.0	1.0	3091	tags=24%, list=17%, signal=28%	
GOBP_ISOPRENOID_METABOLIC_PROCESS	GOBP_ISOPRENOID_METABOLIC_PROCESS		136	0.3710991	1.1681991	0.24688797	1.0	1.0	3298	tags=29%, list=18%, signal=36%	
GOBP_SINGLE_FERTILIZATION	GOBP_SINGLE_FERTILIZATION		151	0.30434084	1.1680776	0.16630197	1.0	1.0	3860	tags=31%, list=21%, signal=39%	
