NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_CYTOSOLIC_TRANSPORT	GOBP_CYTOSOLIC_TRANSPORT	Details ...	156	-0.3936066	-1.6220715	0.01908397	0.29326013	0.697	5229	tags=47%, list=29%, signal=65%	
GOBP_TOR_SIGNALING	GOBP_TOR_SIGNALING	Details ...	114	-0.35379407	-1.6210448	0.001858736	0.27270043	0.704	3544	tags=32%, list=19%, signal=39%	
GOBP_MRNA_TRANSPORT	GOBP_MRNA_TRANSPORT	Details ...	139	-0.41404393	-1.6201129	0.024904214	0.2544264	0.705	4411	tags=42%, list=24%, signal=55%	
GOBP_PROTEIN_K48_LINKED_UBIQUITINATION	GOBP_PROTEIN_K48_LINKED_UBIQUITINATION	Details ...	60	-0.48589936	-1.6149923	0.042682927	0.25173315	0.726	4942	tags=50%, list=27%, signal=68%	
GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME	GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME	Details ...	65	-0.46037367	-1.5949556	0.013565891	0.29857963	0.793	3582	tags=45%, list=20%, signal=55%	
GOBP_MRNA_3_END_PROCESSING	GOBP_MRNA_3_END_PROCESSING	Details ...	96	-0.45090693	-1.5888776	0.046153847	0.30021533	0.811	3491	tags=40%, list=19%, signal=49%	
GOBP_REGULATION_OF_TOR_SIGNALING	GOBP_REGULATION_OF_TOR_SIGNALING	Details ...	93	-0.36057544	-1.5823241	0.0037243948	0.30247536	0.823	3544	tags=32%, list=19%, signal=40%	
GOBP_POST_GOLGI_VESICLE_MEDIATED_TRANSPORT	GOBP_POST_GOLGI_VESICLE_MEDIATED_TRANSPORT	Details ...	101	-0.39816013	-1.57967	0.03508772	0.2937906	0.828	5488	tags=46%, list=30%, signal=65%	
GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION	GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION	Details ...	187	-0.3954514	-1.5570556	0.024761904	0.36122784	0.879	4312	tags=40%, list=24%, signal=51%	
GOBP_SISTER_CHROMATID_COHESION	GOBP_SISTER_CHROMATID_COHESION	Details ...	51	-0.46985275	-1.5547066	0.05511811	0.3521922	0.886	3367	tags=37%, list=18%, signal=46%	
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE	GOBP_REGULATION_OF_TELOMERE_MAINTENANCE		75	-0.41089082	-1.5511856	0.027237354	0.34869665	0.891	5049	tags=47%, list=28%, signal=64%	
GOBP_NEGATIVE_REGULATION_OF_RNA_CATABOLIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_RNA_CATABOLIC_PROCESS		62	-0.3900619	-1.5476975	0.025225226	0.345615	0.9	3765	tags=37%, list=21%, signal=47%	
GOBP_MRNA_EXPORT_FROM_NUCLEUS	GOBP_MRNA_EXPORT_FROM_NUCLEUS		106	-0.43671373	-1.5475423	0.040618956	0.3309762	0.9	4411	tags=44%, list=24%, signal=58%	
GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY	GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY		116	-0.38049278	-1.5475414	0.018416205	0.3171855	0.9	5155	tags=42%, list=28%, signal=58%	
GOBP_REGULATION_OF_RNA_SPLICING	GOBP_REGULATION_OF_RNA_SPLICING		133	-0.3867866	-1.5363896	0.039848197	0.3432322	0.917	3121	tags=33%, list=17%, signal=40%	
GOBP_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	GOBP_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT		100	-0.34826443	-1.5217649	0.016949153	0.3823202	0.939	3105	tags=30%, list=17%, signal=36%	
GOBP_CELL_CYCLE_DNA_REPLICATION	GOBP_CELL_CYCLE_DNA_REPLICATION		62	-0.41670027	-1.5195527	0.03041825	0.37707275	0.945	5162	tags=44%, list=28%, signal=61%	
GOBP_GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT	GOBP_GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT		57	-0.3909579	-1.5118737	0.05357143	0.39260888	0.954	5488	tags=46%, list=30%, signal=65%	
GOBP_GOLGI_ORGANIZATION	GOBP_GOLGI_ORGANIZATION		145	-0.3632307	-1.5096043	0.022857143	0.38770336	0.956	5015	tags=46%, list=27%, signal=62%	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL	GOBP_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL		127	-0.36609343	-1.5092307	0.020257827	0.37617657	0.956	4343	tags=37%, list=24%, signal=48%	
GOBP_PROTEIN_MONOUBIQUITINATION	GOBP_PROTEIN_MONOUBIQUITINATION		63	-0.3991067	-1.50498	0.049115915	0.37980568	0.961	4903	tags=49%, list=27%, signal=67%	
GOBP_NEGATIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION	GOBP_NEGATIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION		139	-0.32242	-1.5040737	0.017110266	0.3713161	0.962	5004	tags=39%, list=27%, signal=53%	
GOBP_RNA_3_END_PROCESSING	GOBP_RNA_3_END_PROCESSING		136	-0.3913329	-1.4999561	0.04474708	0.37567112	0.965	3321	tags=34%, list=18%, signal=41%	
GOBP_MULTI_ORGANISM_LOCALIZATION	GOBP_MULTI_ORGANISM_LOCALIZATION		65	-0.36909252	-1.4824693	0.024163568	0.4352656	0.974	4516	tags=48%, list=25%, signal=63%	
GOBP_NEGATIVE_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION	GOBP_NEGATIVE_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION		140	-0.33886084	-1.4824313	0.011650485	0.42301875	0.974	3667	tags=31%, list=20%, signal=38%	
GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS		124	-0.34775117	-1.4683808	0.044198897	0.469735	0.983	4591	tags=39%, list=25%, signal=51%	
GOBP_REGULATION_OF_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME	GOBP_REGULATION_OF_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME		52	-0.43610325	-1.4655253	0.035916824	0.46985385	0.985	3582	tags=44%, list=20%, signal=55%	
GOBP_RNA_EXPORT_FROM_NUCLEUS	GOBP_RNA_EXPORT_FROM_NUCLEUS		133	-0.4060045	-1.4653661	0.054924242	0.4580853	0.985	3987	tags=38%, list=22%, signal=49%	
GOBP_RESPONSE_TO_LEUKEMIA_INHIBITORY_FACTOR	GOBP_RESPONSE_TO_LEUKEMIA_INHIBITORY_FACTOR		77	-0.3555213	-1.460391	0.022140222	0.46794423	0.988	3112	tags=32%, list=17%, signal=39%	
GOBP_DNA_DEPENDENT_DNA_REPLICATION	GOBP_DNA_DEPENDENT_DNA_REPLICATION		153	-0.3433361	-1.4584198	0.04914934	0.46457812	0.988	4839	tags=39%, list=27%, signal=52%	
GOBP_VESICLE_MEDIATED_TRANSPORT_TO_THE_PLASMA_MEMBRANE	GOBP_VESICLE_MEDIATED_TRANSPORT_TO_THE_PLASMA_MEMBRANE		90	-0.33147305	-1.4565197	0.048543688	0.46136218	0.989	5488	tags=39%, list=30%, signal=55%	
GOBP_PEPTIDYL_LYSINE_METHYLATION	GOBP_PEPTIDYL_LYSINE_METHYLATION		114	-0.31264383	-1.4512768	0.027624309	0.47447428	0.991	5649	tags=44%, list=31%, signal=63%	
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_HEAT	GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_HEAT		79	-0.3634267	-1.4480296	0.07462686	0.4781122	0.991	5064	tags=49%, list=28%, signal=68%	
GOBP_RECOMBINATIONAL_REPAIR	GOBP_RECOMBINATIONAL_REPAIR		134	-0.3598073	-1.4479084	0.075728156	0.46767202	0.991	4159	tags=36%, list=23%, signal=46%	
GOBP_NEGATIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	GOBP_NEGATIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION		55	-0.3759373	-1.4478002	0.033395175	0.4578193	0.991	4279	tags=33%, list=23%, signal=43%	
GOBP_MACROMOLECULE_DEACYLATION	GOBP_MACROMOLECULE_DEACYLATION		98	-0.3459009	-1.4461055	0.0483559	0.45471972	0.991	3605	tags=31%, list=20%, signal=38%	
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_CELL	GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_CELL		60	-0.36376646	-1.4416308	0.016791046	0.4645722	0.992	4996	tags=38%, list=27%, signal=53%	
GOBP_POSITIVE_REGULATION_OF_MACROAUTOPHAGY	GOBP_POSITIVE_REGULATION_OF_MACROAUTOPHAGY		59	-0.37218478	-1.4399079	0.08287293	0.46171728	0.992	5345	tags=42%, list=29%, signal=60%	
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION	GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION		101	-0.34116405	-1.4325969	0.02962963	0.4851107	0.994	4034	tags=35%, list=22%, signal=44%	
GOBP_NEGATIVE_REGULATION_OF_MRNA_CATABOLIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_MRNA_CATABOLIC_PROCESS		52	-0.36118403	-1.4289657	0.052447554	0.4907343	0.995	3765	tags=35%, list=21%, signal=43%	
GOBP_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME	GOBP_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME		93	-0.38065925	-1.4253067	0.064638786	0.49731162	0.995	2898	tags=32%, list=16%, signal=38%	
GOBP_PRODUCTION_OF_SMALL_RNA_INVOLVED_IN_GENE_SILENCING_BY_RNA	GOBP_PRODUCTION_OF_SMALL_RNA_INVOLVED_IN_GENE_SILENCING_BY_RNA		54	-0.35430136	-1.4198753	0.050373133	0.51117367	0.996	3792	tags=35%, list=21%, signal=44%	
GOBP_POSITIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS		81	-0.3487167	-1.4167584	0.054054055	0.5155891	0.996	3792	tags=38%, list=21%, signal=48%	
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING	GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING		58	-0.3906106	-1.4142046	0.073076926	0.5172265	0.996	5049	tags=45%, list=28%, signal=62%	
GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS		152	-0.31908938	-1.4116167	0.05597015	0.51849246	0.997	5097	tags=40%, list=28%, signal=55%	
GOBP_CELLULAR_RESPONSE_TO_STARVATION	GOBP_CELLULAR_RESPONSE_TO_STARVATION		151	-0.32079342	-1.407475	0.033989266	0.5287892	0.998	3246	tags=28%, list=18%, signal=34%	
GOBP_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS	GOBP_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS		169	-0.32108548	-1.404939	0.054716982	0.53014195	0.999	4800	tags=38%, list=26%, signal=51%	
GOBP_SYNAPTIC_VESICLE_LOCALIZATION	GOBP_SYNAPTIC_VESICLE_LOCALIZATION		53	-0.3918152	-1.3988909	0.035916824	0.54888165	1.0	4280	tags=36%, list=23%, signal=47%	
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION	GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION		157	-0.31887332	-1.3929665	0.057361376	0.5678793	1.0	5086	tags=41%, list=28%, signal=57%	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL	GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL		83	-0.3255878	-1.3883374	0.02757353	0.5805583	1.0	4302	tags=34%, list=24%, signal=44%	
GOBP_REGULATION_OF_MRNA_PROCESSING	GOBP_REGULATION_OF_MRNA_PROCESSING		131	-0.3605971	-1.3882605	0.08190476	0.5713139	1.0	4912	tags=45%, list=27%, signal=61%	
GOBP_CELLULAR_RESPONSE_TO_ACID_CHEMICAL	GOBP_CELLULAR_RESPONSE_TO_ACID_CHEMICAL		63	-0.3499514	-1.3877256	0.03272727	0.56484026	1.0	3580	tags=33%, list=20%, signal=41%	
GOBP_TELOMERE_ORGANIZATION	GOBP_TELOMERE_ORGANIZATION		168	-0.32830313	-1.3824941	0.031307552	0.58074945	1.0	4029	tags=35%, list=22%, signal=44%	
GOBP_PHOSPHATIDYLINOSITOL_BIOSYNTHETIC_PROCESS	GOBP_PHOSPHATIDYLINOSITOL_BIOSYNTHETIC_PROCESS		109	-0.32278666	-1.3821924	0.047528517	0.57291865	1.0	3060	tags=27%, list=17%, signal=32%	
GOBP_AXO_DENDRITIC_TRANSPORT	GOBP_AXO_DENDRITIC_TRANSPORT		67	-0.36891782	-1.3791186	0.057471264	0.5783072	1.0	4115	tags=36%, list=23%, signal=46%	
GOBP_CENTROMERE_COMPLEX_ASSEMBLY	GOBP_CENTROMERE_COMPLEX_ASSEMBLY		53	-0.4312863	-1.3782631	0.07832423	0.5736183	1.0	3825	tags=34%, list=21%, signal=43%	
GOBP_COPII_COATED_VESICLE_BUDDING	GOBP_COPII_COATED_VESICLE_BUDDING		69	-0.37773377	-1.3777936	0.09677419	0.5669507	1.0	4246	tags=48%, list=23%, signal=62%	
GOBP_RESPONSE_TO_STARVATION	GOBP_RESPONSE_TO_STARVATION		188	-0.30772626	-1.3686264	0.03663004	0.60127574	1.0	3246	tags=26%, list=18%, signal=31%	
GOBP_NEGATIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS		80	-0.34106216	-1.3664229	0.06378987	0.6037463	1.0	4904	tags=43%, list=27%, signal=58%	
GOBP_VESICLE_TARGETING	GOBP_VESICLE_TARGETING		90	-0.34057692	-1.3648145	0.077504724	0.6031869	1.0	4302	tags=43%, list=24%, signal=56%	
GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR		103	-0.32859537	-1.3638945	0.05620155	0.5990853	1.0	3433	tags=33%, list=19%, signal=40%	
GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY	GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY		50	-0.3982414	-1.3620592	0.09714286	0.5994664	1.0	2736	tags=28%, list=15%, signal=33%	
GOBP_CELLULAR_RESPONSE_TO_HEAT	GOBP_CELLULAR_RESPONSE_TO_HEAT		114	-0.30818588	-1.3586245	0.0702403	0.6076972	1.0	5404	tags=46%, list=30%, signal=66%	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_BINDING	GOBP_POSITIVE_REGULATION_OF_PROTEIN_BINDING		82	-0.34943375	-1.3585917	0.05204461	0.5995866	1.0	4249	tags=35%, list=23%, signal=46%	
GOBP_SELECTIVE_AUTOPHAGY	GOBP_SELECTIVE_AUTOPHAGY		60	-0.3444853	-1.3571501	0.09477756	0.5986576	1.0	2694	tags=22%, list=15%, signal=25%	
GOBP_ENDOPLASMIC_RETICULUM_ORGANIZATION	GOBP_ENDOPLASMIC_RETICULUM_ORGANIZATION		82	-0.34651926	-1.3560305	0.08429119	0.59580666	1.0	5495	tags=51%, list=30%, signal=73%	
GOBP_ENDOSOME_ORGANIZATION	GOBP_ENDOSOME_ORGANIZATION		79	-0.34066394	-1.3544699	0.0772128	0.5951014	1.0	4687	tags=38%, list=26%, signal=51%	
GOBP_ORGANELLE_MEMBRANE_FUSION	GOBP_ORGANELLE_MEMBRANE_FUSION		106	-0.31805032	-1.3536366	0.05065666	0.59129417	1.0	4516	tags=33%, list=25%, signal=44%	
GOBP_REGULATION_OF_CARBOHYDRATE_CATABOLIC_PROCESS	GOBP_REGULATION_OF_CARBOHYDRATE_CATABOLIC_PROCESS		87	-0.35100365	-1.3534454	0.09981516	0.5846972	1.0	3987	tags=37%, list=22%, signal=47%	
GOBP_ORGANELLE_DISASSEMBLY	GOBP_ORGANELLE_DISASSEMBLY		100	-0.3181058	-1.3509991	0.040968344	0.5890507	1.0	3786	tags=29%, list=21%, signal=36%	
GOBP_VESICLE_BUDDING_FROM_MEMBRANE	GOBP_VESICLE_BUDDING_FROM_MEMBRANE		104	-0.33538517	-1.350991	0.09315589	0.58185154	1.0	4280	tags=43%, list=23%, signal=56%	
GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS		84	-0.31506264	-1.348219	0.082585275	0.586861	1.0	4566	tags=36%, list=25%, signal=47%	
GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS		99	-0.3129578	-1.3417193	0.062271062	0.609548	1.0	2033	tags=20%, list=11%, signal=23%	
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS	GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS		76	-0.33344248	-1.3396276	0.08982036	0.61190885	1.0	3973	tags=29%, list=22%, signal=37%	
GOBP_REGULATION_OF_DNA_REPLICATION	GOBP_REGULATION_OF_DNA_REPLICATION		105	-0.33268327	-1.339582	0.09751434	0.60481614	1.0	4860	tags=40%, list=27%, signal=54%	
GOBP_RESPONSE_TO_IONIZING_RADIATION	GOBP_RESPONSE_TO_IONIZING_RADIATION		139	-0.32023168	-1.3359357	0.08806262	0.6143199	1.0	4883	tags=38%, list=27%, signal=52%	
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT	GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT		53	-0.35767663	-1.3357356	0.065259114	0.60809714	1.0	4325	tags=36%, list=24%, signal=47%	
GOBP_REGULATION_OF_ORGANELLE_ASSEMBLY	GOBP_REGULATION_OF_ORGANELLE_ASSEMBLY		179	-0.28873426	-1.3298721	0.061185468	0.62860376	1.0	5101	tags=37%, list=28%, signal=51%	
GOBP_REGULATION_OF_DNA_REPAIR	GOBP_REGULATION_OF_DNA_REPAIR		123	-0.28077185	-1.3290836	0.062730625	0.62506425	1.0	5025	tags=38%, list=28%, signal=52%	
GOBP_AUTOPHAGY_OF_MITOCHONDRION	GOBP_AUTOPHAGY_OF_MITOCHONDRION		69	-0.3356348	-1.3261726	0.09505703	0.6316365	1.0	2072	tags=20%, list=11%, signal=23%	
GOBP_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS		63	-0.3326858	-1.3223661	0.083179295	0.6424696	1.0	2361	tags=25%, list=13%, signal=29%	
GOBP_NEGATIVE_REGULATION_OF_DNA_METABOLIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_DNA_METABOLIC_PROCESS		114	-0.3054683	-1.318559	0.06998158	0.6528033	1.0	3787	tags=30%, list=21%, signal=37%	
GOBP_VESICLE_TARGETING_TO_FROM_OR_WITHIN_GOLGI	GOBP_VESICLE_TARGETING_TO_FROM_OR_WITHIN_GOLGI		70	-0.36727422	-1.3123119	0.14877589	0.67607844	1.0	4246	tags=47%, list=23%, signal=61%	
GOBP_TRNA_MODIFICATION	GOBP_TRNA_MODIFICATION		85	-0.34608892	-1.3108647	0.1121673	0.6759426	1.0	5080	tags=39%, list=28%, signal=54%	
GOBP_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS	GOBP_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS		103	-0.3062535	-1.3086159	0.072438166	0.6798036	1.0	2361	tags=24%, list=13%, signal=28%	
GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION	GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION		86	-0.38028964	-1.3066378	0.14643545	0.6821962	1.0	2480	tags=29%, list=14%, signal=33%	
GOBP_REGULATION_OF_CHROMATIN_ORGANIZATION	GOBP_REGULATION_OF_CHROMATIN_ORGANIZATION		174	-0.27239347	-1.2997812	0.05818182	0.70877117	1.0	4061	tags=29%, list=22%, signal=37%	
GOBP_CELL_DEATH_IN_RESPONSE_TO_OXIDATIVE_STRESS	GOBP_CELL_DEATH_IN_RESPONSE_TO_OXIDATIVE_STRESS		75	-0.3382596	-1.299544	0.07824428	0.7026538	1.0	3125	tags=28%, list=17%, signal=34%	
GOBP_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	GOBP_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT		197	-0.3058092	-1.2983235	0.11302682	0.70139104	1.0	4246	tags=37%, list=23%, signal=48%	
GOBP_TRNA_PROCESSING	GOBP_TRNA_PROCESSING		123	-0.33521366	-1.2975993	0.073033705	0.6976797	1.0	4412	tags=37%, list=24%, signal=49%	
GOBP_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION	GOBP_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION		159	-0.28400967	-1.2974179	0.06486487	0.69146997	1.0	3611	tags=28%, list=20%, signal=34%	
GOBP_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	GOBP_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY		66	-0.37375778	-1.2966038	0.14095238	0.6885626	1.0	4975	tags=50%, list=27%, signal=68%	
GOBP_TRNA_METABOLIC_PROCESS	GOBP_TRNA_METABOLIC_PROCESS		170	-0.31642196	-1.2959971	0.09293681	0.6845981	1.0	4412	tags=37%, list=24%, signal=48%	
GOBP_MEMBRANE_DOCKING	GOBP_MEMBRANE_DOCKING		177	-0.28692603	-1.2951471	0.14611006	0.68200237	1.0	6273	tags=44%, list=34%, signal=66%	
GOBP_LIPOPROTEIN_BIOSYNTHETIC_PROCESS	GOBP_LIPOPROTEIN_BIOSYNTHETIC_PROCESS		89	-0.31283006	-1.2945583	0.067474045	0.6783466	1.0	4576	tags=40%, list=25%, signal=54%	
GOBP_PROTEIN_K63_LINKED_UBIQUITINATION	GOBP_PROTEIN_K63_LINKED_UBIQUITINATION		55	-0.32668185	-1.2936502	0.13765182	0.6760849	1.0	4475	tags=38%, list=25%, signal=50%	
GOBP_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_ORGANIZATION	GOBP_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_ORGANIZATION		186	-0.32329828	-1.2893562	0.12452107	0.6898778	1.0	3121	tags=27%, list=17%, signal=33%	
GOBP_POSITIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	GOBP_POSITIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING		172	-0.32525533	-1.2881057	0.096296296	0.6893361	1.0	4127	tags=33%, list=23%, signal=42%	
GOBP_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	GOBP_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS		77	-0.32428575	-1.2859991	0.1	0.6925866	1.0	4913	tags=39%, list=27%, signal=53%	
GOBP_HISTONE_METHYLATION	GOBP_HISTONE_METHYLATION		123	-0.27705845	-1.2847738	0.108986616	0.6919669	1.0	5649	tags=43%, list=31%, signal=62%	
GOBP_CELL_AGING	GOBP_CELL_AGING		101	-0.31856096	-1.2813736	0.10576923	0.70131147	1.0	4009	tags=35%, list=22%, signal=44%	
GOBP_ATP_DEPENDENT_CHROMATIN_REMODELING	GOBP_ATP_DEPENDENT_CHROMATIN_REMODELING		85	-0.3081894	-1.2805436	0.092391305	0.6992915	1.0	5937	tags=49%, list=33%, signal=73%	
