NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_SMALL_CELL_LUNG_CANCER	KEGG_SMALL_CELL_LUNG_CANCER	Details ...	81	-0.37779424	-1.3599913	0.104743086	0.39173448	0.976	2788	tags=28%, list=15%, signal=33%	
KEGG_APOPTOSIS	KEGG_APOPTOSIS	Details ...	81	-0.4051979	-1.3561764	0.10144927	0.38169962	0.978	1478	tags=20%, list=8%, signal=21%	
KEGG_MTOR_SIGNALING_PATHWAY	KEGG_MTOR_SIGNALING_PATHWAY		49	-0.39149278	-1.3551553	0.11394892	0.36675474	0.978	3271	tags=35%, list=18%, signal=42%	
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION		42	-0.3721149	-1.3234178	0.086419754	0.43487808	0.989	3072	tags=36%, list=17%, signal=43%	
KEGG_TGF_BETA_SIGNALING_PATHWAY	KEGG_TGF_BETA_SIGNALING_PATHWAY		85	-0.34727517	-1.3177335	0.07042254	0.4308184	0.99	4141	tags=39%, list=23%, signal=50%	
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION		66	-0.33762765	-1.3004136	0.073267326	0.45814267	0.995	5303	tags=42%, list=29%, signal=60%	
KEGG_ADHERENS_JUNCTION	KEGG_ADHERENS_JUNCTION		72	-0.34960693	-1.290702	0.16763006	0.46650353	0.999	3626	tags=31%, list=20%, signal=38%	
KEGG_SPLICEOSOME	KEGG_SPLICEOSOME		123	-0.3624664	-1.274932	0.16634052	0.48911268	1.0	3282	tags=32%, list=18%, signal=38%	
KEGG_REGULATION_OF_AUTOPHAGY	KEGG_REGULATION_OF_AUTOPHAGY		34	-0.46091697	-1.2648036	0.18290259	0.49795657	1.0	1458	tags=26%, list=8%, signal=29%	
KEGG_PROSTATE_CANCER	KEGG_PROSTATE_CANCER		86	-0.31687406	-1.2524414	0.14677104	0.5118906	1.0	3494	tags=33%, list=19%, signal=40%	
KEGG_DORSO_VENTRAL_AXIS_FORMATION	KEGG_DORSO_VENTRAL_AXIS_FORMATION		24	-0.3271333	-1.2258527	0.17227723	0.56493956	1.0	4846	tags=46%, list=27%, signal=62%	
KEGG_MELANOMA	KEGG_MELANOMA		68	-0.3313214	-1.2167275	0.13529412	0.5710765	1.0	2965	tags=31%, list=16%, signal=37%	
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY		105	-0.37399265	-1.2158175	0.24752475	0.5553969	1.0	3380	tags=35%, list=19%, signal=43%	
KEGG_WNT_SIGNALING_PATHWAY	KEGG_WNT_SIGNALING_PATHWAY		146	-0.30203688	-1.2115988	0.19252336	0.54849815	1.0	3196	tags=26%, list=18%, signal=31%	
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY		59	-0.39444005	-1.2026341	0.22970296	0.55482227	1.0	3483	tags=36%, list=19%, signal=44%	
KEGG_BLADDER_CANCER	KEGG_BLADDER_CANCER		40	-0.35324323	-1.1991919	0.19148937	0.5469603	1.0	2720	tags=30%, list=15%, signal=35%	
KEGG_PATHWAYS_IN_CANCER	KEGG_PATHWAYS_IN_CANCER		316	-0.27110007	-1.1984901	0.14643545	0.53283846	1.0	2446	tags=21%, list=13%, signal=24%	
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY		98	-0.3567219	-1.1889235	0.2281746	0.53949875	1.0	2943	tags=26%, list=16%, signal=30%	
KEGG_BASAL_TRANSCRIPTION_FACTORS	KEGG_BASAL_TRANSCRIPTION_FACTORS		32	-0.33454195	-1.158756	0.23062731	0.5979505	1.0	5056	tags=41%, list=28%, signal=56%	
KEGG_HOMOLOGOUS_RECOMBINATION	KEGG_HOMOLOGOUS_RECOMBINATION		27	-0.3385915	-1.1460683	0.27926078	0.6135656	1.0	951	tags=19%, list=5%, signal=20%	
KEGG_THYROID_CANCER	KEGG_THYROID_CANCER		29	-0.32888174	-1.1128944	0.31422925	0.6813972	1.0	2551	tags=28%, list=14%, signal=32%	
KEGG_FOCAL_ADHESION	KEGG_FOCAL_ADHESION		193	-0.29178286	-1.0999401	0.36862004	0.6985823	1.0	2551	tags=23%, list=14%, signal=27%	
KEGG_NON_SMALL_CELL_LUNG_CANCER	KEGG_NON_SMALL_CELL_LUNG_CANCER		53	-0.305135	-1.0760745	0.36454183	0.7432593	1.0	3317	tags=30%, list=18%, signal=37%	
KEGG_O_GLYCAN_BIOSYNTHESIS	KEGG_O_GLYCAN_BIOSYNTHESIS		29	-0.34680536	-1.0718042	0.38509318	0.73615307	1.0	4280	tags=31%, list=23%, signal=40%	
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS		24	-0.3503803	-1.0573585	0.3927203	0.7565483	1.0	3508	tags=38%, list=19%, signal=46%	
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION		110	-0.3014621	-1.0557351	0.416826	0.74322605	1.0	2356	tags=23%, list=13%, signal=26%	
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON		201	-0.27023417	-1.0544643	0.41054615	0.7296414	1.0	5074	tags=39%, list=28%, signal=53%	
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS		94	-0.35379028	-1.0536697	0.45050505	0.7158049	1.0	5159	tags=44%, list=28%, signal=60%	
KEGG_N_GLYCAN_BIOSYNTHESIS	KEGG_N_GLYCAN_BIOSYNTHESIS		45	-0.27766892	-1.0424982	0.3882353	0.7263849	1.0	2508	tags=22%, list=14%, signal=26%	
KEGG_PROTEIN_EXPORT	KEGG_PROTEIN_EXPORT		23	-0.38165987	-1.0367557	0.4422311	0.723931	1.0	4450	tags=43%, list=24%, signal=57%	
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM		75	-0.28986457	-1.0314794	0.43106797	0.72263324	1.0	1705	tags=19%, list=9%, signal=21%	
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM		24	-0.33468795	-1.0242155	0.45454547	0.72479075	1.0	4341	tags=38%, list=24%, signal=49%	
KEGG_INSULIN_SIGNALING_PATHWAY	KEGG_INSULIN_SIGNALING_PATHWAY		131	-0.23731937	-1.0155536	0.40313113	0.72940636	1.0	4176	tags=31%, list=23%, signal=40%	
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION		54	-0.288252	-0.99267614	0.46626985	0.76720685	1.0	3070	tags=24%, list=17%, signal=29%	
KEGG_AXON_GUIDANCE	KEGG_AXON_GUIDANCE		124	-0.2546464	-0.9902933	0.47600767	0.758091	1.0	2882	tags=23%, list=16%, signal=27%	
KEGG_GLIOMA	KEGG_GLIOMA		64	-0.2759036	-0.98902684	0.49215686	0.7463921	1.0	3889	tags=36%, list=21%, signal=46%	
KEGG_GAP_JUNCTION	KEGG_GAP_JUNCTION		87	-0.28117916	-0.9707289	0.51167315	0.7747316	1.0	3326	tags=29%, list=18%, signal=35%	
KEGG_LEISHMANIA_INFECTION	KEGG_LEISHMANIA_INFECTION		67	-0.32846534	-0.90544564	0.5857418	0.90675956	1.0	3910	tags=33%, list=21%, signal=42%	
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY		73	-0.28890923	-0.9033667	0.5945946	0.8954173	1.0	3317	tags=26%, list=18%, signal=32%	
KEGG_LONG_TERM_POTENTIATION	KEGG_LONG_TERM_POTENTIATION		66	-0.22981554	-0.8936869	0.6386233	0.9005734	1.0	3889	tags=29%, list=21%, signal=36%	
KEGG_CHEMOKINE_SIGNALING_PATHWAY	KEGG_CHEMOKINE_SIGNALING_PATHWAY		184	-0.2586445	-0.89037174	0.6264822	0.89212584	1.0	3317	tags=27%, list=18%, signal=32%	
KEGG_MAPK_SIGNALING_PATHWAY	KEGG_MAPK_SIGNALING_PATHWAY		256	-0.21115448	-0.889294	0.66796875	0.87955624	1.0	3528	tags=25%, list=19%, signal=31%	
KEGG_JAK_STAT_SIGNALING_PATHWAY	KEGG_JAK_STAT_SIGNALING_PATHWAY		147	-0.2316016	-0.8778139	0.74319065	0.88962233	1.0	4973	tags=35%, list=27%, signal=48%	
KEGG_NUCLEOTIDE_EXCISION_REPAIR	KEGG_NUCLEOTIDE_EXCISION_REPAIR		41	-0.25880852	-0.87256056	0.6186613	0.8867649	1.0	4498	tags=34%, list=25%, signal=45%	
KEGG_NITROGEN_METABOLISM	KEGG_NITROGEN_METABOLISM		21	-0.2892074	-0.8610544	0.6638831	0.89640623	1.0	466	tags=10%, list=3%, signal=10%	
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY		78	-0.26800787	-0.85396	0.68326694	0.8966504	1.0	4313	tags=35%, list=24%, signal=45%	
KEGG_DNA_REPLICATION	KEGG_DNA_REPLICATION		34	-0.26867887	-0.85392904	0.65677965	0.88293356	1.0	4887	tags=41%, list=27%, signal=56%	
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION		112	-0.23421621	-0.8297555	0.69736844	0.91705316	1.0	1305	tags=14%, list=7%, signal=15%	
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY		129	-0.25955233	-0.8185729	0.7019608	0.92515564	1.0	4987	tags=37%, list=27%, signal=51%	
KEGG_ALZHEIMERS_DISEASE	KEGG_ALZHEIMERS_DISEASE		153	-0.1865945	-0.7937964	0.93125	0.9554044	1.0	4334	tags=27%, list=24%, signal=36%	
KEGG_LONG_TERM_DEPRESSION	KEGG_LONG_TERM_DEPRESSION		68	-0.20570128	-0.78938043	0.8674464	0.9490336	1.0	3889	tags=29%, list=21%, signal=37%	
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM		42	-0.21743292	-0.7855637	0.84090906	0.9418199	1.0	4001	tags=26%, list=22%, signal=33%	
KEGG_PYRIMIDINE_METABOLISM	KEGG_PYRIMIDINE_METABOLISM		94	-0.18906768	-0.7789214	0.8890909	0.9394019	1.0	4887	tags=30%, list=27%, signal=40%	
KEGG_OXIDATIVE_PHOSPHORYLATION	KEGG_OXIDATIVE_PHOSPHORYLATION		113	-0.20183274	-0.7482045	0.942268	0.972584	1.0	3410	tags=22%, list=19%, signal=27%	
KEGG_SPHINGOLIPID_METABOLISM	KEGG_SPHINGOLIPID_METABOLISM		38	-0.20618989	-0.74533534	0.90316206	0.96308976	1.0	3349	tags=24%, list=18%, signal=29%	
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION		21	-0.25505495	-0.74047637	0.891635	0.9564301	1.0	466	tags=10%, list=3%, signal=10%	
KEGG_VEGF_SIGNALING_PATHWAY	KEGG_VEGF_SIGNALING_PATHWAY		76	-0.21862867	-0.72106904	0.8665377	0.9677292	1.0	3388	tags=22%, list=19%, signal=27%	
KEGG_HUNTINGTONS_DISEASE	KEGG_HUNTINGTONS_DISEASE		168	-0.1696826	-0.7203112	0.9824219	0.95594984	1.0	4862	tags=31%, list=27%, signal=42%	
KEGG_STARCH_AND_SUCROSE_METABOLISM	KEGG_STARCH_AND_SUCROSE_METABOLISM		51	-0.25113162	-0.69951063	0.8336714	0.96768457	1.0	1715	tags=16%, list=9%, signal=17%	
KEGG_MISMATCH_REPAIR	KEGG_MISMATCH_REPAIR		22	-0.2262688	-0.69906	0.82186234	0.9556527	1.0	5632	tags=41%, list=31%, signal=59%	
KEGG_PARKINSONS_DISEASE	KEGG_PARKINSONS_DISEASE		108	-0.18013099	-0.67538756	0.99390244	0.96733266	1.0	4475	tags=29%, list=25%, signal=38%	
KEGG_SELENOAMINO_ACID_METABOLISM	KEGG_SELENOAMINO_ACID_METABOLISM		26	-0.20804454	-0.66079336	0.93690246	0.9683545	1.0	4683	tags=35%, list=26%, signal=46%	
KEGG_HEMATOPOIETIC_CELL_LINEAGE	KEGG_HEMATOPOIETIC_CELL_LINEAGE		82	-0.21770091	-0.6280586	0.96825397	0.9796799	1.0	4203	tags=30%, list=23%, signal=39%	
KEGG_AUTOIMMUNE_THYROID_DISEASE	KEGG_AUTOIMMUNE_THYROID_DISEASE		49	-0.20483345	-0.53605044	0.9903101	1.0	1.0	2856	tags=18%, list=16%, signal=22%	
KEGG_RIBOFLAVIN_METABOLISM	KEGG_RIBOFLAVIN_METABOLISM		15	-0.23062442	-0.5360423	0.9722222	0.99582875	1.0	3775	tags=27%, list=21%, signal=34%	
KEGG_TYPE_I_DIABETES_MELLITUS	KEGG_TYPE_I_DIABETES_MELLITUS		41	-0.18695444	-0.498569	1.0	0.99113053	1.0	2424	tags=15%, list=13%, signal=17%	
