NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_POSITIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS	Details ...	50	0.41245258	1.4581592	0.033898305	1.0	0.992	1785	tags=26%, list=10%, signal=29%	
GOBP_CELLULAR_RESPONSE_TO_CALCIUM_ION	GOBP_CELLULAR_RESPONSE_TO_CALCIUM_ION	Details ...	81	0.3926593	1.4554608	0.009652509	0.9948306	0.993	3364	tags=33%, list=18%, signal=41%	
GOBP_HIPPOCAMPUS_DEVELOPMENT	GOBP_HIPPOCAMPUS_DEVELOPMENT	Details ...	71	0.4191489	1.4494866	0.025830258	0.98967487	0.996	2715	tags=34%, list=15%, signal=40%	
GOBP_O_GLYCAN_PROCESSING	GOBP_O_GLYCAN_PROCESSING	Details ...	58	0.44423047	1.4391359	0.040816326	1.0	0.997	4815	tags=38%, list=26%, signal=51%	
GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE	GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE	Details ...	76	0.51046884	1.4380785	0.04255319	0.9861513	0.997	2306	tags=37%, list=13%, signal=42%	
GOBP_CILIUM_MOVEMENT	GOBP_CILIUM_MOVEMENT	Details ...	154	0.38014832	1.4320847	0.057026476	0.9870334	0.998	5888	tags=44%, list=32%, signal=64%	
GOBP_ENDOCRINE_PROCESS	GOBP_ENDOCRINE_PROCESS		72	0.4020211	1.4280812	0.009784736	0.97633535	0.998	2152	tags=24%, list=12%, signal=27%	
GOBP_HINDBRAIN_DEVELOPMENT	GOBP_HINDBRAIN_DEVELOPMENT		131	0.3944054	1.4270092	0.03041825	0.9406817	0.998	3461	tags=33%, list=19%, signal=40%	
GOBP_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION	GOBP_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION		62	0.47783664	1.423353	0.041420117	0.9285673	0.998	3187	tags=44%, list=17%, signal=53%	
GOBP_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	GOBP_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY		77	0.4399864	1.4218068	0.050980393	0.9019186	0.999	4087	tags=39%, list=22%, signal=50%	
GOBP_CELL_FATE_SPECIFICATION	GOBP_CELL_FATE_SPECIFICATION		85	0.5240464	1.4189185	0.054820415	0.8875219	0.999	3868	tags=45%, list=21%, signal=56%	
GOBP_NEUROMUSCULAR_PROCESS	GOBP_NEUROMUSCULAR_PROCESS		89	0.39166987	1.4177829	0.040697675	0.8621607	0.999	4114	tags=40%, list=23%, signal=52%	
GOBP_RESPONSE_TO_CATECHOLAMINE	GOBP_RESPONSE_TO_CATECHOLAMINE		104	0.38353422	1.4113483	0.0137795275	0.8772249	0.999	1809	tags=20%, list=10%, signal=22%	
GOBP_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION	GOBP_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION		79	0.39603406	1.4014264	0.03515625	0.9214812	1.0	3637	tags=34%, list=20%, signal=42%	
GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS		56	0.4346885	1.3980398	0.048732944	0.9158606	1.0	2841	tags=25%, list=16%, signal=30%	
GOBP_MICROTUBULE_BUNDLE_FORMATION	GOBP_MICROTUBULE_BUNDLE_FORMATION		101	0.35246205	1.3974199	0.06361829	0.8895988	1.0	5967	tags=42%, list=33%, signal=61%	
GOBP_NEURAL_RETINA_DEVELOPMENT	GOBP_NEURAL_RETINA_DEVELOPMENT		69	0.43226194	1.3914346	0.071428575	0.90410614	1.0	2463	tags=28%, list=13%, signal=32%	
GOBP_INNER_EAR_MORPHOGENESIS	GOBP_INNER_EAR_MORPHOGENESIS		89	0.4263066	1.3792323	0.054924242	0.9705466	1.0	3215	tags=33%, list=18%, signal=39%	
GOBP_AMINO_ACID_TRANSPORT	GOBP_AMINO_ACID_TRANSPORT		142	0.3506305	1.3792139	0.03515625	0.94115984	1.0	5085	tags=46%, list=28%, signal=63%	
GOBP_RESPONSE_TO_DOPAMINE	GOBP_RESPONSE_TO_DOPAMINE		86	0.39541367	1.3779595	0.037924152	0.923931	1.0	1809	tags=22%, list=10%, signal=24%	
GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION	GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION		172	0.41960016	1.3756914	0.05940594	0.91497123	1.0	3092	tags=36%, list=17%, signal=43%	
GOBP_LIMBIC_SYSTEM_DEVELOPMENT	GOBP_LIMBIC_SYSTEM_DEVELOPMENT		94	0.39902356	1.3750705	0.04612546	0.8944656	1.0	2750	tags=32%, list=15%, signal=37%	
GOBP_COLLAGEN_FIBRIL_ORGANIZATION	GOBP_COLLAGEN_FIBRIL_ORGANIZATION		51	0.41804975	1.3674405	0.08023483	0.9259446	1.0	3868	tags=37%, list=21%, signal=47%	
GOBP_POSITIVE_REGULATION_OF_DNA_BINDING	GOBP_POSITIVE_REGULATION_OF_DNA_BINDING		56	0.40731278	1.3666377	0.049523808	0.9067806	1.0	2841	tags=27%, list=16%, signal=32%	
GOBP_MONOAMINE_TRANSPORT	GOBP_MONOAMINE_TRANSPORT		76	0.44070393	1.3638539	0.056530215	0.90361136	1.0	2631	tags=32%, list=14%, signal=37%	
GOBP_REGULATION_OF_SODIUM_ION_TRANSPORT	GOBP_REGULATION_OF_SODIUM_ION_TRANSPORT		83	0.34668997	1.3598859	0.068897635	0.90902734	1.0	3721	tags=30%, list=20%, signal=38%	
GOBP_AXIS_SPECIFICATION	GOBP_AXIS_SPECIFICATION		77	0.43402514	1.3597202	0.034951456	0.88827753	1.0	1003	tags=19%, list=5%, signal=21%	
GOBP_CAMERA_TYPE_EYE_MORPHOGENESIS	GOBP_CAMERA_TYPE_EYE_MORPHOGENESIS		113	0.39493057	1.3571507	0.06138614	0.88435376	1.0	2494	tags=27%, list=14%, signal=31%	
GOBP_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	GOBP_AMINO_ACID_TRANSMEMBRANE_TRANSPORT		87	0.35158494	1.3551502	0.06782946	0.87611055	1.0	4762	tags=41%, list=26%, signal=56%	
GOBP_TERPENOID_METABOLIC_PROCESS	GOBP_TERPENOID_METABOLIC_PROCESS		117	0.45715296	1.3535163	0.08829175	0.86683375	1.0	5549	tags=47%, list=30%, signal=67%	
GOBP_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS	GOBP_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS		56	0.38804415	1.3533206	0.06285714	0.8489293	1.0	4979	tags=43%, list=27%, signal=59%	
GOBP_LEARNING	GOBP_LEARNING		125	0.3550024	1.3514985	0.051823415	0.84233075	1.0	4678	tags=41%, list=26%, signal=54%	
GOBP_PANCREAS_DEVELOPMENT	GOBP_PANCREAS_DEVELOPMENT		72	0.4849223	1.351078	0.09245283	0.82705873	1.0	2730	tags=35%, list=15%, signal=41%	
GOBP_REGULATION_OF_SYNAPTIC_PLASTICITY	GOBP_REGULATION_OF_SYNAPTIC_PLASTICITY		172	0.35674098	1.350532	0.0648855	0.8133695	1.0	4559	tags=40%, list=25%, signal=53%	
GOBP_WATER_HOMEOSTASIS	GOBP_WATER_HOMEOSTASIS		78	0.42666143	1.347332	0.08301887	0.8162492	1.0	3813	tags=37%, list=21%, signal=47%	
GOBP_SPERM_MOTILITY	GOBP_SPERM_MOTILITY		94	0.36385003	1.3429734	0.08041237	0.8253725	1.0	3566	tags=26%, list=20%, signal=32%	
GOBP_MEMORY	GOBP_MEMORY		104	0.38025564	1.339705	0.08795411	0.82937235	1.0	3686	tags=32%, list=20%, signal=40%	
GOBP_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORT	GOBP_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORT		111	0.38994908	1.3365791	0.115303986	0.83249545	1.0	5484	tags=41%, list=30%, signal=58%	
GOBP_RESPONSE_TO_CORTICOSTEROID	GOBP_RESPONSE_TO_CORTICOSTEROID		147	0.34693953	1.3343463	0.026666667	0.8304532	1.0	3984	tags=30%, list=22%, signal=38%	
GOBP_MIDBRAIN_DEVELOPMENT	GOBP_MIDBRAIN_DEVELOPMENT		82	0.3523097	1.3321658	0.05436893	0.8280607	1.0	2065	tags=23%, list=11%, signal=26%	
GOBP_ACUTE_INFLAMMATORY_RESPONSE	GOBP_ACUTE_INFLAMMATORY_RESPONSE		104	0.3730001	1.3306425	0.04859813	0.82190955	1.0	2467	tags=26%, list=14%, signal=30%	
GOBP_OLEFINIC_COMPOUND_METABOLIC_PROCESS	GOBP_OLEFINIC_COMPOUND_METABOLIC_PROCESS		114	0.41317272	1.3293214	0.078504674	0.8146901	1.0	4938	tags=40%, list=27%, signal=55%	
GOBP_CHLORIDE_TRANSPORT	GOBP_CHLORIDE_TRANSPORT		100	0.40110964	1.324409	0.13793103	0.829926	1.0	5484	tags=40%, list=30%, signal=57%	
GOBP_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GOBP_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY		134	0.33085853	1.3226261	0.050607286	0.82664	1.0	3863	tags=28%, list=21%, signal=35%	
GOBP_REGULATION_OF_POTASSIUM_ION_TRANSPORT	GOBP_REGULATION_OF_POTASSIUM_ION_TRANSPORT		89	0.3590618	1.320926	0.0967118	0.8233568	1.0	4431	tags=39%, list=24%, signal=52%	
GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS	GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS		106	0.40718812	1.3208354	0.08237548	0.81022066	1.0	4184	tags=36%, list=23%, signal=46%	
GOBP_APPENDAGE_DEVELOPMENT	GOBP_APPENDAGE_DEVELOPMENT		164	0.3754799	1.3202786	0.062378168	0.79986906	1.0	2722	tags=26%, list=15%, signal=30%	
GOBP_FEEDING_BEHAVIOR	GOBP_FEEDING_BEHAVIOR		88	0.3988693	1.3146603	0.06818182	0.82000494	1.0	5036	tags=48%, list=28%, signal=66%	
GOBP_CARDIAC_CONDUCTION	GOBP_CARDIAC_CONDUCTION		138	0.35170817	1.3140538	0.092979126	0.8104068	1.0	4707	tags=38%, list=26%, signal=50%	
GOBP_MUSCLE_CELL_APOPTOTIC_PROCESS	GOBP_MUSCLE_CELL_APOPTOTIC_PROCESS		62	0.34707636	1.3126118	0.042990655	0.8067645	1.0	1581	tags=19%, list=9%, signal=21%	
GOBP_NEGATIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS		128	0.3455816	1.3125124	0.06021898	0.79477775	1.0	1356	tags=19%, list=7%, signal=20%	
GOBP_PROTEIN_HOMOTETRAMERIZATION	GOBP_PROTEIN_HOMOTETRAMERIZATION		54	0.344147	1.3099632	0.06214689	0.7968829	1.0	2867	tags=22%, list=16%, signal=26%	
GOBP_L_ALPHA_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	GOBP_L_ALPHA_AMINO_ACID_TRANSMEMBRANE_TRANSPORT		56	0.3421635	1.3057151	0.08949416	0.8087246	1.0	4762	tags=43%, list=26%, signal=58%	
GOBP_REGULATION_OF_NERVOUS_SYSTEM_PROCESS	GOBP_REGULATION_OF_NERVOUS_SYSTEM_PROCESS		132	0.3491023	1.3051902	0.07782101	0.800012	1.0	4627	tags=38%, list=25%, signal=50%	
GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY	GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY		119	0.3388594	1.303611	0.10788382	0.7970796	1.0	5967	tags=43%, list=33%, signal=63%	
GOBP_ADULT_BEHAVIOR	GOBP_ADULT_BEHAVIOR		113	0.36736822	1.3034078	0.10650887	0.786846	1.0	3816	tags=32%, list=21%, signal=40%	
GOBP_ICOSANOID_METABOLIC_PROCESS	GOBP_ICOSANOID_METABOLIC_PROCESS		114	0.3956182	1.3031884	0.09090909	0.77715063	1.0	3795	tags=33%, list=21%, signal=42%	
GOBP_MUSCLE_FIBER_DEVELOPMENT	GOBP_MUSCLE_FIBER_DEVELOPMENT		52	0.3668304	1.3017975	0.066176474	0.7735557	1.0	3792	tags=31%, list=21%, signal=39%	
GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS		112	0.41394746	1.2977374	0.13670412	0.7857048	1.0	4184	tags=37%, list=23%, signal=47%	
GOBP_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	GOBP_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY		50	0.40723938	1.29698	0.13241106	0.77932537	1.0	2230	tags=26%, list=12%, signal=30%	
GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION	GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION		133	0.3438246	1.2968726	0.085436895	0.76951563	1.0	3637	tags=29%, list=20%, signal=35%	
GOBP_ARACHIDONIC_ACID_METABOLIC_PROCESS	GOBP_ARACHIDONIC_ACID_METABOLIC_PROCESS		55	0.4296063	1.2951437	0.13457943	0.7687785	1.0	4184	tags=40%, list=23%, signal=52%	
GOBP_NEUROTRANSMITTER_TRANSPORT	GOBP_NEUROTRANSMITTER_TRANSPORT		199	0.3411296	1.2948414	0.08477842	0.7602182	1.0	4312	tags=37%, list=24%, signal=48%	
GOBP_ASSOCIATIVE_LEARNING	GOBP_ASSOCIATIVE_LEARNING		67	0.36453506	1.2946826	0.086538464	0.751502	1.0	3877	tags=39%, list=21%, signal=49%	
GOBP_AMINE_TRANSPORT	GOBP_AMINE_TRANSPORT		91	0.38088393	1.294453	0.07632094	0.74306995	1.0	3259	tags=33%, list=18%, signal=40%	
GOBP_REGULATION_OF_EMBRYONIC_DEVELOPMENT	GOBP_REGULATION_OF_EMBRYONIC_DEVELOPMENT		59	0.34741625	1.2931207	0.12720157	0.7407405	1.0	1718	tags=20%, list=9%, signal=22%	
GOBP_PROTEIN_LOCALIZATION_TO_SYNAPSE	GOBP_PROTEIN_LOCALIZATION_TO_SYNAPSE		75	0.36531296	1.2923676	0.124282986	0.7355984	1.0	5899	tags=55%, list=32%, signal=80%	
GOBP_EMBRYONIC_HEART_TUBE_DEVELOPMENT	GOBP_EMBRYONIC_HEART_TUBE_DEVELOPMENT		76	0.39798647	1.2918797	0.108007446	0.7292954	1.0	1392	tags=20%, list=8%, signal=21%	
GOBP_MONOSACCHARIDE_CATABOLIC_PROCESS	GOBP_MONOSACCHARIDE_CATABOLIC_PROCESS		59	0.3867897	1.2905828	0.12945591	0.72766393	1.0	4328	tags=32%, list=24%, signal=42%	
GOBP_NEGATIVE_REGULATION_OF_NEURON_DEATH	GOBP_NEGATIVE_REGULATION_OF_NEURON_DEATH		186	0.30642477	1.2898114	0.026642984	0.7228201	1.0	1493	tags=17%, list=8%, signal=18%	
GOBP_HORMONE_BIOSYNTHETIC_PROCESS	GOBP_HORMONE_BIOSYNTHETIC_PROCESS		68	0.44339278	1.2880477	0.1290944	0.72291154	1.0	4427	tags=40%, list=24%, signal=52%	
GOBP_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	GOBP_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC		87	0.38954034	1.282866	0.15758754	0.7399987	1.0	4753	tags=45%, list=26%, signal=60%	
GOBP_CELLULAR_RESPONSE_TO_RETINOIC_ACID	GOBP_CELLULAR_RESPONSE_TO_RETINOIC_ACID		63	0.3920402	1.2827489	0.11764706	0.7321305	1.0	3653	tags=32%, list=20%, signal=40%	
GOBP_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS	GOBP_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS		89	0.3760122	1.2786096	0.15310077	0.7442217	1.0	5052	tags=36%, list=28%, signal=49%	
GOBP_SULFUR_COMPOUND_CATABOLIC_PROCESS	GOBP_SULFUR_COMPOUND_CATABOLIC_PROCESS		51	0.37543923	1.2786095	0.103658535	0.7358597	1.0	5501	tags=43%, list=30%, signal=62%	
GOBP_CALCIUM_ION_IMPORT	GOBP_CALCIUM_ION_IMPORT		78	0.34760174	1.2774931	0.09090909	0.7334191	1.0	3925	tags=33%, list=22%, signal=42%	
GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER	GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER		63	0.42725563	1.2765124	0.09411765	0.73028326	1.0	4024	tags=41%, list=22%, signal=53%	
GOBP_ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION	GOBP_ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION		196	0.37759906	1.2762802	0.09848485	0.72355235	1.0	2722	tags=23%, list=15%, signal=27%	
GOBP_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	GOBP_SODIUM_ION_TRANSMEMBRANE_TRANSPORT		162	0.3284525	1.2751381	0.12090164	0.72115475	1.0	5113	tags=36%, list=28%, signal=50%	
GOBP_SENSORY_PERCEPTION_OF_MECHANICAL_STIMULUS	GOBP_SENSORY_PERCEPTION_OF_MECHANICAL_STIMULUS		165	0.32786807	1.2736353	0.09496124	0.7206408	1.0	5542	tags=45%, list=30%, signal=65%	
GOBP_SKELETAL_MUSCLE_ORGAN_DEVELOPMENT	GOBP_SKELETAL_MUSCLE_ORGAN_DEVELOPMENT		152	0.31482068	1.2706459	0.07821229	0.72729236	1.0	3644	tags=28%, list=20%, signal=34%	
GOBP_RESPONSE_TO_RETINOIC_ACID	GOBP_RESPONSE_TO_RETINOIC_ACID		102	0.34605834	1.2702814	0.07312253	0.72156733	1.0	3754	tags=28%, list=21%, signal=36%	
GOBP_AMINOGLYCAN_CATABOLIC_PROCESS	GOBP_AMINOGLYCAN_CATABOLIC_PROCESS		64	0.3643575	1.2684199	0.12110092	0.7232863	1.0	5495	tags=34%, list=30%, signal=49%	
GOBP_ISOPRENOID_METABOLIC_PROCESS	GOBP_ISOPRENOID_METABOLIC_PROCESS		136	0.4075795	1.2680544	0.14666666	0.71768653	1.0	5798	tags=46%, list=32%, signal=67%	
GOBP_PROTEIN_TETRAMERIZATION	GOBP_PROTEIN_TETRAMERIZATION		81	0.3285046	1.2672766	0.099415205	0.71390826	1.0	2496	tags=21%, list=14%, signal=24%	
GOBP_PROTEIN_HOMOOLIGOMERIZATION	GOBP_PROTEIN_HOMOOLIGOMERIZATION		172	0.29869452	1.2656378	0.06679035	0.7143304	1.0	4404	tags=28%, list=24%, signal=36%	
GOBP_MULTICELLULAR_ORGANISMAL_SIGNALING	GOBP_MULTICELLULAR_ORGANISMAL_SIGNALING		191	0.33826026	1.264263	0.114503816	0.7135044	1.0	4707	tags=36%, list=26%, signal=47%	
GOBP_DIENCEPHALON_DEVELOPMENT	GOBP_DIENCEPHALON_DEVELOPMENT		67	0.46253023	1.2640436	0.14913958	0.70769596	1.0	1987	tags=34%, list=11%, signal=38%	
GOBP_SENSORY_PERCEPTION_OF_TASTE	GOBP_SENSORY_PERCEPTION_OF_TASTE		64	0.4406384	1.2635374	0.14059407	0.70299894	1.0	5765	tags=45%, list=32%, signal=66%	
GOBP_REGULATION_OF_NEUROTRANSMITTER_LEVELS	GOBP_REGULATION_OF_NEUROTRANSMITTER_LEVELS		200	0.32208067	1.2634001	0.09677419	0.6968098	1.0	4733	tags=37%, list=26%, signal=49%	
GOBP_APPENDAGE_MORPHOGENESIS	GOBP_APPENDAGE_MORPHOGENESIS		131	0.3659259	1.2616653	0.11923077	0.69778746	1.0	2722	tags=24%, list=15%, signal=29%	
GOBP_GLUCOSE_METABOLIC_PROCESS	GOBP_GLUCOSE_METABOLIC_PROCESS		196	0.32541874	1.2605759	0.13678373	0.69612336	1.0	5080	tags=33%, list=28%, signal=45%	
GOBP_INORGANIC_ANION_TRANSPORT	GOBP_INORGANIC_ANION_TRANSPORT		161	0.33514613	1.2598121	0.13899614	0.69308686	1.0	5484	tags=37%, list=30%, signal=52%	
GOBP_FOREBRAIN_GENERATION_OF_NEURONS	GOBP_FOREBRAIN_GENERATION_OF_NEURONS		53	0.47617048	1.2594556	0.16923077	0.68833673	1.0	3092	tags=38%, list=17%, signal=45%	
GOBP_TRANSMISSION_OF_NERVE_IMPULSE	GOBP_TRANSMISSION_OF_NERVE_IMPULSE		66	0.39243808	1.2592164	0.13582677	0.6829914	1.0	5726	tags=50%, list=31%, signal=73%	
GOBP_EMBRYONIC_APPENDAGE_MORPHOGENESIS	GOBP_EMBRYONIC_APPENDAGE_MORPHOGENESIS		110	0.3610317	1.2586147	0.1311787	0.67957854	1.0	2722	tags=25%, list=15%, signal=29%	
GOBP_EYE_MORPHOGENESIS	GOBP_EYE_MORPHOGENESIS		140	0.34593114	1.2548345	0.14143427	0.6902851	1.0	3219	tags=28%, list=18%, signal=34%	
GOBP_CALCIUM_ION_REGULATED_EXOCYTOSIS	GOBP_CALCIUM_ION_REGULATED_EXOCYTOSIS		61	0.36901882	1.2532818	0.13111547	0.6912549	1.0	2443	tags=26%, list=13%, signal=30%	
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION	GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION		140	0.33772442	1.2524939	0.1283525	0.6888143	1.0	5105	tags=43%, list=28%, signal=59%	
GOBP_RETINA_MORPHOGENESIS_IN_CAMERA_TYPE_EYE	GOBP_RETINA_MORPHOGENESIS_IN_CAMERA_TYPE_EYE		57	0.41237715	1.2520181	0.14423077	0.6848175	1.0	2343	tags=25%, list=13%, signal=28%	
GOBP_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT	GOBP_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT		142	0.29973358	1.2517014	0.083657585	0.6801229	1.0	4151	tags=32%, list=23%, signal=41%	
GOBP_METANEPHROS_DEVELOPMENT	GOBP_METANEPHROS_DEVELOPMENT		80	0.40027276	1.2496824	0.15469614	0.6831697	1.0	2665	tags=29%, list=15%, signal=34%	
GOBP_REGULATION_OF_DNA_BINDING	GOBP_REGULATION_OF_DNA_BINDING		115	0.31766257	1.2485307	0.08888889	0.68265736	1.0	3348	tags=25%, list=18%, signal=31%	
GOBP_L_AMINO_ACID_TRANSPORT	GOBP_L_AMINO_ACID_TRANSPORT		59	0.32435074	1.2476299	0.14643545	0.68057144	1.0	4762	tags=39%, list=26%, signal=53%	
GOBP_EAR_MORPHOGENESIS	GOBP_EAR_MORPHOGENESIS		109	0.38517115	1.245309	0.14176245	0.6847045	1.0	3215	tags=30%, list=18%, signal=37%	
GOBP_POSITIVE_REGULATION_OF_NEURON_DEATH	GOBP_POSITIVE_REGULATION_OF_NEURON_DEATH		87	0.3036706	1.2428277	0.07495429	0.6903358	1.0	1785	tags=20%, list=10%, signal=22%	
GOBP_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM	GOBP_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM		96	0.37258744	1.2392969	0.10861423	0.6996755	1.0	2467	tags=24%, list=14%, signal=28%	
GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC		66	0.37803438	1.2339569	0.18618043	0.7169907	1.0	4753	tags=45%, list=26%, signal=61%	
GOBP_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	GOBP_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT		60	0.32083705	1.2331346	0.15625	0.7148591	1.0	3141	tags=25%, list=17%, signal=30%	
GOBP_NEPHRON_MORPHOGENESIS	GOBP_NEPHRON_MORPHOGENESIS		68	0.38475817	1.2318978	0.16085272	0.71436626	1.0	2552	tags=32%, list=14%, signal=37%	
