NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_ESTABLISHMENT_OF_CELL_POLARITY	GOBP_ESTABLISHMENT_OF_CELL_POLARITY		133	-0.3309092	-1.5675218	0.002105263	0.18043098	0.857	2494	tags=25%, list=14%, signal=29%	
GOBP_PRODUCTION_OF_SMALL_RNA_INVOLVED_IN_GENE_SILENCING_BY_RNA	GOBP_PRODUCTION_OF_SMALL_RNA_INVOLVED_IN_GENE_SILENCING_BY_RNA		54	-0.37611002	-1.5669693	0.012605042	0.17592505	0.858	3407	tags=33%, list=19%, signal=41%	
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION	GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION		157	-0.34341416	-1.5615402	0.01417004	0.1820937	0.875	4398	tags=39%, list=24%, signal=51%	
GOBP_POSITIVE_REGULATION_OF_MACROAUTOPHAGY	GOBP_POSITIVE_REGULATION_OF_MACROAUTOPHAGY		59	-0.39932945	-1.5612992	0.031055901	0.17755021	0.876	3322	tags=32%, list=18%, signal=39%	
GOBP_REGULATION_OF_MRNA_PROCESSING	GOBP_REGULATION_OF_MRNA_PROCESSING		131	-0.40160826	-1.561119	0.0148936175	0.17317225	0.876	2411	tags=28%, list=13%, signal=32%	
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION	GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION		102	-0.41798297	-1.5599535	0.029473685	0.17098609	0.878	3485	tags=36%, list=19%, signal=45%	
GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS	GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS		137	-0.36492607	-1.5575476	0.00203666	0.1708285	0.883	4955	tags=42%, list=27%, signal=57%	
GOBP_MITOTIC_SPINDLE_ORGANIZATION	GOBP_MITOTIC_SPINDLE_ORGANIZATION		112	-0.37703493	-1.556114	0.0020242915	0.16930854	0.887	4955	tags=42%, list=27%, signal=57%	
GOBP_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT	GOBP_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT		54	-0.4073433	-1.5524102	0.006060606	0.17267467	0.897	2327	tags=28%, list=13%, signal=32%	
GOBP_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT	GOBP_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT		183	-0.33146945	-1.5446713	0.014925373	0.18396427	0.911	2812	tags=27%, list=15%, signal=32%	
GOBP_RESPONSE_TO_IONIZING_RADIATION	GOBP_RESPONSE_TO_IONIZING_RADIATION		139	-0.36800152	-1.5416691	0.00625	0.18572365	0.915	4843	tags=42%, list=27%, signal=56%	
GOBP_PATHWAY_RESTRICTED_SMAD_PROTEIN_PHOSPHORYLATION	GOBP_PATHWAY_RESTRICTED_SMAD_PROTEIN_PHOSPHORYLATION		63	-0.42650628	-1.5373995	0.01004016	0.19011001	0.925	3164	tags=32%, list=17%, signal=38%	
GOBP_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME	GOBP_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME		93	-0.4073912	-1.5356317	0.01898734	0.1895831	0.93	2411	tags=30%, list=13%, signal=35%	
GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS		124	-0.3545036	-1.5329305	0.0065075923	0.19053707	0.933	4638	tags=43%, list=25%, signal=57%	
GOBP_DENDRITE_MORPHOGENESIS	GOBP_DENDRITE_MORPHOGENESIS		128	-0.37893024	-1.5324405	0.016359918	0.18730263	0.933	2598	tags=32%, list=14%, signal=37%	
GOBP_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION	GOBP_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION		76	-0.3918221	-1.5271616	0.015317286	0.19428234	0.936	3485	tags=29%, list=19%, signal=36%	
GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS		152	-0.33723572	-1.5265998	0.0043290043	0.19133544	0.937	4691	tags=43%, list=26%, signal=57%	
GOBP_REGULATION_OF_PROTEIN_DEPOLYMERIZATION	GOBP_REGULATION_OF_PROTEIN_DEPOLYMERIZATION		80	-0.36509344	-1.5222988	0.025104603	0.19679521	0.946	3389	tags=34%, list=19%, signal=41%	
GOBP_REGULATION_OF_CELL_PROJECTION_ASSEMBLY	GOBP_REGULATION_OF_CELL_PROJECTION_ASSEMBLY		175	-0.32303405	-1.5201311	0.0065645515	0.19706646	0.948	4099	tags=34%, list=22%, signal=44%	
GOBP_LIPID_PHOSPHORYLATION	GOBP_LIPID_PHOSPHORYLATION		67	-0.38693658	-1.5189471	0.012269938	0.1953089	0.948	3200	tags=28%, list=18%, signal=34%	
GOBP_MEMBRANE_DOCKING	GOBP_MEMBRANE_DOCKING		177	-0.3289014	-1.5153921	0.014344262	0.19893053	0.951	4099	tags=36%, list=22%, signal=46%	
GOBP_AXO_DENDRITIC_TRANSPORT	GOBP_AXO_DENDRITIC_TRANSPORT		67	-0.38796297	-1.5153828	0.021786492	0.19526953	0.951	2195	tags=30%, list=12%, signal=34%	
GOBP_NON_MOTILE_CILIUM_ASSEMBLY	GOBP_NON_MOTILE_CILIUM_ASSEMBLY		53	-0.43109512	-1.510253	0.080078125	0.20261288	0.954	4860	tags=40%, list=27%, signal=54%	
GOBP_VESICLE_DOCKING	GOBP_VESICLE_DOCKING		65	-0.3390553	-1.5093956	0.0063157897	0.200958	0.955	3954	tags=42%, list=22%, signal=53%	
GOBP_REGULATION_OF_ORGANELLE_ASSEMBLY	GOBP_REGULATION_OF_ORGANELLE_ASSEMBLY		179	-0.3149399	-1.50513	0.0020618557	0.20660792	0.958	4168	tags=31%, list=23%, signal=39%	
GOBP_PEPTIDYL_LYSINE_METHYLATION	GOBP_PEPTIDYL_LYSINE_METHYLATION		114	-0.31357267	-1.5043142	0.021691974	0.20448133	0.958	4127	tags=34%, list=23%, signal=44%	
GOBP_REGULATION_OF_MICROTUBULE_CYTOSKELETON_ORGANIZATION	GOBP_REGULATION_OF_MICROTUBULE_CYTOSKELETON_ORGANIZATION		132	-0.31679723	-1.5033039	0.0125	0.20319726	0.96	2520	tags=22%, list=14%, signal=25%	
GOBP_FOCAL_ADHESION_ASSEMBLY	GOBP_FOCAL_ADHESION_ASSEMBLY		83	-0.38484323	-1.5024556	0.04158004	0.20128527	0.961	4969	tags=43%, list=27%, signal=59%	
GOBP_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	GOBP_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY		66	-0.4269936	-1.5003147	0.03292181	0.20241456	0.962	2490	tags=32%, list=14%, signal=37%	
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE	GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE		58	-0.34750652	-1.4971275	0.019148936	0.20572469	0.964	4672	tags=41%, list=26%, signal=55%	
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION	GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION		143	-0.36862698	-1.4925061	0.014736842	0.21267591	0.965	5170	tags=48%, list=28%, signal=66%	
GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS		99	-0.3353286	-1.4883676	0.014925373	0.21791673	0.972	4666	tags=43%, list=26%, signal=58%	
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS	GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS		76	-0.35776228	-1.4870605	0.015841585	0.21764405	0.972	4537	tags=37%, list=25%, signal=49%	
GOBP_CHAPERONE_MEDIATED_PROTEIN_FOLDING	GOBP_CHAPERONE_MEDIATED_PROTEIN_FOLDING		60	-0.423045	-1.4830289	0.04025424	0.2233332	0.975	2765	tags=33%, list=15%, signal=39%	
GOBP_PROTEIN_LOCALIZATION_TO_VACUOLE	GOBP_PROTEIN_LOCALIZATION_TO_VACUOLE		68	-0.38361153	-1.4828713	0.03956044	0.22037199	0.975	4065	tags=49%, list=22%, signal=62%	
GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR		103	-0.34536594	-1.4809268	0.02096436	0.22137564	0.977	4557	tags=40%, list=25%, signal=53%	
GOBP_ACTIN_FILAMENT_DEPOLYMERIZATION	GOBP_ACTIN_FILAMENT_DEPOLYMERIZATION		58	-0.3975769	-1.4785801	0.04842105	0.22351098	0.978	3389	tags=34%, list=19%, signal=42%	
GOBP_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS	GOBP_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS		74	-0.3737189	-1.4768201	0.020120725	0.22430204	0.981	2634	tags=31%, list=14%, signal=36%	
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE	GOBP_REGULATION_OF_TELOMERE_MAINTENANCE		75	-0.38722187	-1.4734508	0.05462185	0.22814551	0.985	4398	tags=40%, list=24%, signal=52%	
GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION	GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION		74	-0.40716782	-1.4726454	0.071570575	0.22704951	0.985	5392	tags=51%, list=30%, signal=73%	
GOBP_PROTEIN_TRANSPORT_ALONG_MICROTUBULE	GOBP_PROTEIN_TRANSPORT_ALONG_MICROTUBULE		64	-0.39405397	-1.4708946	0.060240965	0.22791068	0.986	2349	tags=28%, list=13%, signal=32%	
GOBP_GOLGI_ORGANIZATION	GOBP_GOLGI_ORGANIZATION		145	-0.3390593	-1.4700546	0.040598292	0.22668071	0.987	3810	tags=39%, list=21%, signal=48%	
GOBP_PROTEIN_MONOUBIQUITINATION	GOBP_PROTEIN_MONOUBIQUITINATION		63	-0.38563773	-1.4697102	0.05882353	0.22441176	0.987	4101	tags=44%, list=22%, signal=57%	
GOBP_POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS		140	-0.31221378	-1.4694209	0.008583691	0.22203326	0.987	4666	tags=41%, list=26%, signal=54%	
GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME	GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME		65	-0.40151602	-1.469368	0.033195022	0.21922545	0.987	3019	tags=35%, list=17%, signal=42%	
GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE	GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE		104	-0.3613475	-1.4692229	0.024844721	0.21665908	0.987	3161	tags=33%, list=17%, signal=39%	
GOBP_NUCLEUS_ORGANIZATION	GOBP_NUCLEUS_ORGANIZATION		121	-0.33281696	-1.4683756	0.01898734	0.21577704	0.988	4891	tags=36%, list=27%, signal=48%	
GOBP_PROTEIN_STABILIZATION	GOBP_PROTEIN_STABILIZATION		176	-0.34039423	-1.4651123	0.01369863	0.22026315	0.989	3812	tags=35%, list=21%, signal=43%	
GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY		148	-0.35502544	-1.4606365	0.012875536	0.22705212	0.99	2577	tags=28%, list=14%, signal=32%	
GOBP_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	GOBP_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT		100	-0.32554802	-1.4604787	0.023706896	0.22468403	0.99	3704	tags=34%, list=20%, signal=42%	
GOBP_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE	GOBP_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE		126	-0.3262703	-1.4557996	0.030364372	0.23150666	0.993	4557	tags=39%, list=25%, signal=51%	
GOBP_REGULATION_OF_ACTIN_FILAMENT_LENGTH	GOBP_REGULATION_OF_ACTIN_FILAMENT_LENGTH		173	-0.33165005	-1.4557385	0.023157895	0.22887082	0.993	2508	tags=23%, list=14%, signal=27%	
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY	GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY		76	-0.39078468	-1.4556817	0.05	0.2263825	0.993	5027	tags=45%, list=28%, signal=61%	
GOBP_PROTEIN_LOCALIZATION_TO_CYTOSKELETON	GOBP_PROTEIN_LOCALIZATION_TO_CYTOSKELETON		56	-0.4290735	-1.4555233	0.07429719	0.22407907	0.993	2670	tags=30%, list=15%, signal=35%	
GOBP_VIRAL_GENOME_REPLICATION	GOBP_VIRAL_GENOME_REPLICATION		122	-0.33921522	-1.4552627	0.029850746	0.22201076	0.993	3798	tags=36%, list=21%, signal=45%	
GOBP_CELL_SUBSTRATE_JUNCTION_ORGANIZATION	GOBP_CELL_SUBSTRATE_JUNCTION_ORGANIZATION		104	-0.36065754	-1.4540428	0.051391862	0.22192176	0.993	2695	tags=29%, list=15%, signal=34%	
GOBP_LYMPHOCYTE_HOMEOSTASIS	GOBP_LYMPHOCYTE_HOMEOSTASIS		52	-0.43250006	-1.452617	0.062	0.22231472	0.993	3824	tags=40%, list=21%, signal=51%	
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT	GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT		172	-0.31958938	-1.4519295	0.021551725	0.22134173	0.993	3531	tags=33%, list=19%, signal=41%	
GOBP_CELL_DEATH_IN_RESPONSE_TO_OXIDATIVE_STRESS	GOBP_CELL_DEATH_IN_RESPONSE_TO_OXIDATIVE_STRESS		75	-0.36097395	-1.4483334	0.02396514	0.22678593	0.993	2462	tags=31%, list=13%, signal=35%	
GOBP_EPIDERMAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	GOBP_EPIDERMAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY		118	-0.3450302	-1.4469744	0.027310925	0.22688776	0.994	4123	tags=35%, list=23%, signal=45%	
GOBP_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION	GOBP_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION		179	-0.30887794	-1.4468796	0.0154185025	0.22463106	0.994	4238	tags=35%, list=23%, signal=45%	
GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS		84	-0.32826763	-1.4423116	0.034632035	0.2315957	0.994	4638	tags=43%, list=25%, signal=57%	
GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY	GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY		50	-0.41138577	-1.4394621	0.039748956	0.23505908	0.995	3056	tags=36%, list=17%, signal=43%	
GOBP_REGULATION_OF_CELL_MATRIX_ADHESION	GOBP_REGULATION_OF_CELL_MATRIX_ADHESION		116	-0.3467381	-1.439169	0.047008548	0.23325802	0.995	3485	tags=31%, list=19%, signal=38%	
GOBP_SPINDLE_ORGANIZATION	GOBP_SPINDLE_ORGANIZATION		173	-0.31677413	-1.43751	0.031055901	0.23403548	0.995	4955	tags=38%, list=27%, signal=52%	
GOBP_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	GOBP_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS		77	-0.35368982	-1.4371237	0.037037037	0.23238254	0.995	4841	tags=44%, list=27%, signal=60%	
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_VACUOLE	GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_VACUOLE		50	-0.370151	-1.4344063	0.05785124	0.23630644	0.995	4065	tags=50%, list=22%, signal=64%	
GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION	GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION		85	-0.40838122	-1.432332	0.07070707	0.23822512	0.996	3777	tags=42%, list=21%, signal=53%	
GOBP_MACROMOLECULE_DEACYLATION	GOBP_MACROMOLECULE_DEACYLATION		98	-0.33257887	-1.4311435	0.059760958	0.23876072	0.996	4876	tags=40%, list=27%, signal=54%	
GOBP_NEGATIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	GOBP_NEGATIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION		114	-0.3295944	-1.4303514	0.0	0.23837827	0.997	1978	tags=21%, list=11%, signal=23%	
GOBP_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	GOBP_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING		56	-0.38987166	-1.429733	0.05367793	0.2375815	0.997	2277	tags=27%, list=12%, signal=31%	
GOBP_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	GOBP_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS		53	-0.4341662	-1.4259202	0.04288939	0.24343228	0.997	2049	tags=28%, list=11%, signal=32%	
GOBP_ER_NUCLEUS_SIGNALING_PATHWAY	GOBP_ER_NUCLEUS_SIGNALING_PATHWAY		51	-0.38318533	-1.4230475	0.059196617	0.24705273	0.998	5247	tags=55%, list=29%, signal=77%	
GOBP_RESPONSE_TO_DSRNA	GOBP_RESPONSE_TO_DSRNA		53	-0.45932794	-1.4216969	0.06404959	0.24741651	0.998	3126	tags=32%, list=17%, signal=39%	
GOBP_STRESS_FIBER_ASSEMBLY	GOBP_STRESS_FIBER_ASSEMBLY		97	-0.35342985	-1.4162549	0.04978355	0.25701705	0.998	5149	tags=45%, list=28%, signal=63%	
GOBP_EPHRIN_RECEPTOR_SIGNALING_PATHWAY	GOBP_EPHRIN_RECEPTOR_SIGNALING_PATHWAY		84	-0.35207847	-1.416123	0.045454547	0.25488183	0.998	3087	tags=32%, list=17%, signal=39%	
