NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_NITROGEN_METABOLISM	KEGG_NITROGEN_METABOLISM		21	-0.29520562	-0.8751525	0.63300973	1.0	1.0	4662	tags=38%, list=26%, signal=51%	
KEGG_AXON_GUIDANCE	KEGG_AXON_GUIDANCE		124	-0.21842952	-0.8681297	0.70686454	1.0	1.0	5206	tags=34%, list=29%, signal=47%	
KEGG_HUNTINGTONS_DISEASE	KEGG_HUNTINGTONS_DISEASE		168	-0.20379645	-0.85677344	0.7519531	1.0	1.0	4306	tags=30%, list=24%, signal=39%	
KEGG_WNT_SIGNALING_PATHWAY	KEGG_WNT_SIGNALING_PATHWAY		146	-0.21153162	-0.840967	0.7415507	1.0	1.0	4354	tags=30%, list=24%, signal=39%	
KEGG_DNA_REPLICATION	KEGG_DNA_REPLICATION		34	-0.2555261	-0.8239771	0.7103825	1.0	1.0	5044	tags=32%, list=28%, signal=45%	
KEGG_BLADDER_CANCER	KEGG_BLADDER_CANCER		40	-0.2429115	-0.82294464	0.765625	1.0	1.0	1889	tags=18%, list=10%, signal=19%	
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	KEGG_GLYCEROPHOSPHOLIPID_METABOLISM		75	-0.1946956	-0.8074629	0.88930583	1.0	1.0	4292	tags=27%, list=24%, signal=35%	
KEGG_SPHINGOLIPID_METABOLISM	KEGG_SPHINGOLIPID_METABOLISM		38	-0.2195383	-0.7930784	0.8109162	1.0	1.0	3510	tags=21%, list=19%, signal=26%	
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	KEGG_GLYCOSAMINOGLYCAN_DEGRADATION		20	-0.29666758	-0.7811772	0.74696356	1.0	1.0	2127	tags=20%, list=12%, signal=23%	
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY		105	-0.23400393	-0.77990556	0.76047903	1.0	1.0	3885	tags=30%, list=21%, signal=37%	
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY		98	-0.2200018	-0.7603904	0.8593156	1.0	1.0	5057	tags=35%, list=28%, signal=48%	
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	KEGG_AMINOACYL_TRNA_BIOSYNTHESIS		40	-0.23275688	-0.7599613	0.7554241	1.0	1.0	4737	tags=35%, list=26%, signal=47%	
KEGG_GLIOMA	KEGG_GLIOMA		64	-0.21171646	-0.75986904	0.8682635	1.0	1.0	1964	tags=16%, list=11%, signal=17%	
KEGG_LYSOSOME	KEGG_LYSOSOME		116	-0.18034264	-0.73888314	0.84415585	1.0	1.0	4337	tags=22%, list=24%, signal=28%	
KEGG_PEROXISOME	KEGG_PEROXISOME		76	-0.22211896	-0.7205699	0.8018182	1.0	1.0	3841	tags=26%, list=21%, signal=33%	
KEGG_PROTEASOME	KEGG_PROTEASOME		44	-0.24636091	-0.7197274	0.89541286	1.0	1.0	4800	tags=36%, list=26%, signal=49%	
KEGG_PYRIMIDINE_METABOLISM	KEGG_PYRIMIDINE_METABOLISM		94	-0.18025461	-0.7185107	0.9352381	1.0	1.0	2472	tags=14%, list=14%, signal=16%	
KEGG_OOCYTE_MEIOSIS	KEGG_OOCYTE_MEIOSIS		107	-0.17378324	-0.71379346	0.95348835	1.0	1.0	4797	tags=29%, list=26%, signal=39%	
KEGG_CITRATE_CYCLE_TCA_CYCLE	KEGG_CITRATE_CYCLE_TCA_CYCLE		28	-0.29792365	-0.7046879	0.7798507	1.0	1.0	656	tags=11%, list=4%, signal=11%	
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE		21	-0.25502372	-0.7009746	0.8856016	1.0	1.0	1929	tags=14%, list=11%, signal=16%	
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	KEGG_ASCORBATE_AND_ALDARATE_METABOLISM		25	-0.3812095	-0.69922936	0.83208954	1.0	1.0	3840	tags=32%, list=21%, signal=40%	
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION		80	-0.18193907	-0.69437355	0.95366794	1.0	1.0	5470	tags=35%, list=30%, signal=50%	
KEGG_FATTY_ACID_METABOLISM	KEGG_FATTY_ACID_METABOLISM		41	-0.30681607	-0.69342965	0.8178368	1.0	1.0	4445	tags=44%, list=24%, signal=58%	
KEGG_RIBOSOME	KEGG_RIBOSOME		82	-0.23004651	-0.6932837	0.95728153	1.0	1.0	3877	tags=28%, list=21%, signal=35%	
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY		129	-0.22347952	-0.68980753	0.8696498	1.0	1.0	3885	tags=28%, list=21%, signal=35%	
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM		39	-0.2688868	-0.68649656	0.89134437	1.0	1.0	4291	tags=28%, list=24%, signal=37%	
KEGG_STEROID_BIOSYNTHESIS	KEGG_STEROID_BIOSYNTHESIS		15	-0.26079297	-0.6801054	0.8590476	0.9951825	1.0	4573	tags=40%, list=25%, signal=53%	
KEGG_BETA_ALANINE_METABOLISM	KEGG_BETA_ALANINE_METABOLISM		21	-0.28582984	-0.6781201	0.80566037	0.9839976	1.0	1911	tags=19%, list=10%, signal=21%	
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION		43	-0.24919643	-0.673246	0.8283019	0.97558814	1.0	4092	tags=33%, list=22%, signal=42%	
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS		94	-0.20664519	-0.61212593	0.8848485	1.0	1.0	2856	tags=17%, list=16%, signal=20%	
KEGG_GLYCEROLIPID_METABOLISM	KEGG_GLYCEROLIPID_METABOLISM		45	-0.17258717	-0.6098776	0.979206	0.99533606	1.0	4251	tags=24%, list=23%, signal=32%	
KEGG_GALACTOSE_METABOLISM	KEGG_GALACTOSE_METABOLISM		25	-0.19993967	-0.60369754	0.95	0.98596543	1.0	4853	tags=28%, list=27%, signal=38%	
KEGG_PROPANOATE_METABOLISM	KEGG_PROPANOATE_METABOLISM		32	-0.24417874	-0.5701148	0.86329585	0.98735595	1.0	5056	tags=38%, list=28%, signal=52%	
KEGG_TRYPTOPHAN_METABOLISM	KEGG_TRYPTOPHAN_METABOLISM		37	-0.24651253	-0.5651777	0.88867927	0.9771868	1.0	3487	tags=27%, list=19%, signal=33%	
