NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_NEUROPEPTIDE_SIGNALING_PATHWAY	GOBP_NEUROPEPTIDE_SIGNALING_PATHWAY	Details ...	97	0.485462	1.4121393	0.0513347	1.0	0.994	3250	tags=36%, list=18%, signal=44%	
GOBP_PROTEIN_TETRAMERIZATION	GOBP_PROTEIN_TETRAMERIZATION	Details ...	81	0.36558303	1.4008956	0.020283977	1.0	0.997	3483	tags=30%, list=19%, signal=36%	
GOBP_HIPPOCAMPUS_DEVELOPMENT	GOBP_HIPPOCAMPUS_DEVELOPMENT	Details ...	71	0.39066425	1.3932753	0.035940804	1.0	0.999	3635	tags=39%, list=20%, signal=49%	
GOBP_INTERMEDIATE_FILAMENT_BASED_PROCESS	GOBP_INTERMEDIATE_FILAMENT_BASED_PROCESS	Details ...	50	0.43470806	1.3859048	0.06854839	1.0	1.0	4105	tags=44%, list=22%, signal=57%	
GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS	GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS	Details ...	106	0.4189588	1.3856342	0.05263158	1.0	1.0	4837	tags=45%, list=26%, signal=61%	
GOBP_CORNIFICATION	GOBP_CORNIFICATION	Details ...	113	0.49103627	1.3842279	0.06315789	1.0	1.0	2999	tags=35%, list=16%, signal=42%	
GOBP_WATER_HOMEOSTASIS	GOBP_WATER_HOMEOSTASIS	Details ...	78	0.43303788	1.3810481	0.06126482	1.0	1.0	4490	tags=49%, list=25%, signal=64%	
GOBP_SENSORY_PERCEPTION_OF_TASTE	GOBP_SENSORY_PERCEPTION_OF_TASTE	Details ...	64	0.48072764	1.3756626	0.077844314	1.0	1.0	5883	tags=42%, list=32%, signal=62%	
GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS		56	0.41933575	1.3708047	0.072434604	1.0	1.0	4577	tags=34%, list=25%, signal=45%	
GOBP_POSITIVE_REGULATION_OF_AXONOGENESIS	GOBP_POSITIVE_REGULATION_OF_AXONOGENESIS		72	0.3641576	1.3668981	0.059063137	1.0	1.0	5758	tags=47%, list=32%, signal=69%	
GOBP_PROTEIN_O_LINKED_GLYCOSYLATION	GOBP_PROTEIN_O_LINKED_GLYCOSYLATION		101	0.31458935	1.3659052	0.046908315	1.0	1.0	3084	tags=24%, list=17%, signal=28%	
GOBP_CELL_FATE_SPECIFICATION	GOBP_CELL_FATE_SPECIFICATION		85	0.49948215	1.3586575	0.08163265	1.0	1.0	4883	tags=56%, list=27%, signal=77%	
GOBP_MONOAMINE_TRANSPORT	GOBP_MONOAMINE_TRANSPORT		76	0.44133896	1.3530531	0.07068607	1.0	1.0	2586	tags=36%, list=14%, signal=41%	
GOBP_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	GOBP_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY		77	0.41145745	1.3515595	0.117529884	1.0	1.0	5757	tags=56%, list=32%, signal=81%	
GOBP_RESPONSE_TO_ALKALOID	GOBP_RESPONSE_TO_ALKALOID		98	0.3482636	1.3417156	0.053497944	1.0	1.0	4068	tags=36%, list=22%, signal=46%	
GOBP_O_GLYCAN_PROCESSING	GOBP_O_GLYCAN_PROCESSING		58	0.40827182	1.3352624	0.112033196	1.0	1.0	2769	tags=26%, list=15%, signal=30%	
GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS		112	0.42578948	1.3321568	0.104417674	1.0	1.0	5068	tags=45%, list=28%, signal=61%	
GOBP_ALPHA_AMINO_ACID_CATABOLIC_PROCESS	GOBP_ALPHA_AMINO_ACID_CATABOLIC_PROCESS		82	0.4446245	1.329919	0.1453831	1.0	1.0	3483	tags=41%, list=19%, signal=51%	
GOBP_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	GOBP_AMINO_ACID_TRANSMEMBRANE_TRANSPORT		87	0.33955976	1.3175119	0.08382066	1.0	1.0	4516	tags=36%, list=25%, signal=47%	
GOBP_ZYMOGEN_ACTIVATION	GOBP_ZYMOGEN_ACTIVATION		56	0.38719815	1.3163258	0.062370062	1.0	1.0	1530	tags=21%, list=8%, signal=23%	
GOBP_NEURON_FATE_COMMITMENT	GOBP_NEURON_FATE_COMMITMENT		59	0.50423944	1.3160362	0.11462451	1.0	1.0	4056	tags=51%, list=22%, signal=65%	
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE		82	0.40984136	1.3118135	0.06560636	1.0	1.0	1743	tags=26%, list=10%, signal=28%	
GOBP_ASSOCIATIVE_LEARNING	GOBP_ASSOCIATIVE_LEARNING		67	0.3680915	1.3091944	0.06485356	1.0	1.0	4016	tags=40%, list=22%, signal=51%	
GOBP_CALCIUM_ION_REGULATED_EXOCYTOSIS	GOBP_CALCIUM_ION_REGULATED_EXOCYTOSIS		61	0.38122523	1.3057476	0.12180746	1.0	1.0	4624	tags=46%, list=25%, signal=61%	
GOBP_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	GOBP_SODIUM_ION_TRANSMEMBRANE_TRANSPORT		162	0.3274846	1.302811	0.101960786	1.0	1.0	3933	tags=31%, list=22%, signal=39%	
GOBP_AMINE_TRANSPORT	GOBP_AMINE_TRANSPORT		91	0.3890437	1.296319	0.08577406	1.0	1.0	2586	tags=32%, list=14%, signal=37%	
GOBP_ADULT_LOCOMOTORY_BEHAVIOR	GOBP_ADULT_LOCOMOTORY_BEHAVIOR		61	0.377745	1.2962532	0.125	1.0	1.0	4761	tags=43%, list=26%, signal=57%	
GOBP_ADULT_BEHAVIOR	GOBP_ADULT_BEHAVIOR		113	0.36019108	1.2956847	0.11157025	1.0	1.0	5471	tags=47%, list=30%, signal=67%	
GOBP_RESPONSE_TO_FATTY_ACID	GOBP_RESPONSE_TO_FATTY_ACID		59	0.39815634	1.2926948	0.10526316	1.0	1.0	4665	tags=49%, list=26%, signal=66%	
GOBP_PROTEIN_LIPID_COMPLEX_SUBUNIT_ORGANIZATION	GOBP_PROTEIN_LIPID_COMPLEX_SUBUNIT_ORGANIZATION		55	0.4089406	1.2846779	0.10721248	1.0	1.0	3738	tags=38%, list=20%, signal=48%	
GOBP_RESPONSE_TO_ACTIVITY	GOBP_RESPONSE_TO_ACTIVITY		69	0.37226656	1.2808819	0.12098299	1.0	1.0	4622	tags=46%, list=25%, signal=62%	
GOBP_SENSORY_PERCEPTION_OF_MECHANICAL_STIMULUS	GOBP_SENSORY_PERCEPTION_OF_MECHANICAL_STIMULUS		165	0.32881612	1.2760024	0.099609375	1.0	1.0	3994	tags=35%, list=22%, signal=45%	
GOBP_RESPONSE_TO_CORTICOSTEROID	GOBP_RESPONSE_TO_CORTICOSTEROID		147	0.32317898	1.2709856	0.053045187	1.0	1.0	4688	tags=35%, list=26%, signal=47%	
GOBP_RESPONSE_TO_AXON_INJURY	GOBP_RESPONSE_TO_AXON_INJURY		71	0.3095593	1.2690665	0.10993657	1.0	1.0	3008	tags=23%, list=16%, signal=27%	
GOBP_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS	GOBP_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS		56	0.35886902	1.2677782	0.11516315	1.0	1.0	4147	tags=36%, list=23%, signal=46%	
GOBP_POSITIVE_REGULATION_OF_SYNAPSE_ASSEMBLY	GOBP_POSITIVE_REGULATION_OF_SYNAPSE_ASSEMBLY		52	0.44081247	1.2665321	0.18312757	1.0	1.0	4818	tags=38%, list=26%, signal=52%	
GOBP_AMINO_ACID_TRANSPORT	GOBP_AMINO_ACID_TRANSPORT		142	0.32648715	1.2664846	0.09282701	1.0	1.0	4917	tags=41%, list=27%, signal=55%	
GOBP_REGULATION_OF_SODIUM_ION_TRANSPORT	GOBP_REGULATION_OF_SODIUM_ION_TRANSPORT		83	0.3210078	1.2664135	0.12804878	1.0	1.0	4199	tags=37%, list=23%, signal=48%	
GOBP_GLUCOSE_METABOLIC_PROCESS	GOBP_GLUCOSE_METABOLIC_PROCESS		196	0.3174791	1.2641143	0.10852713	1.0	1.0	5076	tags=39%, list=28%, signal=54%	
GOBP_CHEMICAL_SYNAPTIC_TRANSMISSION_POSTSYNAPTIC	GOBP_CHEMICAL_SYNAPTIC_TRANSMISSION_POSTSYNAPTIC		100	0.3713465	1.2617104	0.15698925	1.0	1.0	4886	tags=43%, list=27%, signal=58%	
GOBP_SPERM_MOTILITY	GOBP_SPERM_MOTILITY		94	0.34102184	1.2599137	0.13469388	1.0	1.0	3722	tags=31%, list=20%, signal=39%	
GOBP_DORSAL_VENTRAL_PATTERN_FORMATION	GOBP_DORSAL_VENTRAL_PATTERN_FORMATION		77	0.40157035	1.2563757	0.13842975	1.0	1.0	3969	tags=39%, list=22%, signal=50%	
GOBP_WATER_SOLUBLE_VITAMIN_METABOLIC_PROCESS	GOBP_WATER_SOLUBLE_VITAMIN_METABOLIC_PROCESS		80	0.33708486	1.2559199	0.17038539	1.0	1.0	3901	tags=35%, list=21%, signal=44%	
GOBP_LIMBIC_SYSTEM_DEVELOPMENT	GOBP_LIMBIC_SYSTEM_DEVELOPMENT		94	0.35403255	1.2557678	0.097510375	1.0	1.0	3666	tags=37%, list=20%, signal=46%	
GOBP_PHOSPHATIDIC_ACID_METABOLIC_PROCESS	GOBP_PHOSPHATIDIC_ACID_METABOLIC_PROCESS		51	0.34101698	1.2554482	0.11506276	1.0	1.0	3738	tags=29%, list=20%, signal=37%	
GOBP_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS	GOBP_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS		97	0.36501402	1.2536218	0.14807302	1.0	1.0	4016	tags=38%, list=22%, signal=49%	
GOBP_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION	GOBP_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION		62	0.4241854	1.2534916	0.17107943	1.0	1.0	3884	tags=40%, list=21%, signal=51%	
GOBP_PLASMA_LIPOPROTEIN_PARTICLE_CLEARANCE	GOBP_PLASMA_LIPOPROTEIN_PARTICLE_CLEARANCE		52	0.36021957	1.2529454	0.18253969	1.0	1.0	4755	tags=40%, list=26%, signal=54%	
GOBP_NEGATIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS		128	0.33207658	1.251326	0.09090909	1.0	1.0	4010	tags=38%, list=22%, signal=48%	
GOBP_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE	GOBP_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE		73	0.38693386	1.2491353	0.12734865	1.0	1.0	5882	tags=49%, list=32%, signal=72%	
GOBP_CELLULAR_HORMONE_METABOLIC_PROCESS	GOBP_CELLULAR_HORMONE_METABOLIC_PROCESS		132	0.43402338	1.2459317	0.20866142	1.0	1.0	4854	tags=47%, list=27%, signal=64%	
GOBP_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM	GOBP_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM		138	0.2719371	1.2443973	0.033398822	1.0	1.0	3863	tags=30%, list=21%, signal=38%	
GOBP_VASCULAR_TRANSPORT	GOBP_VASCULAR_TRANSPORT		85	0.34011617	1.2432213	0.15714286	1.0	1.0	4688	tags=35%, list=26%, signal=47%	
GOBP_MIDBRAIN_DEVELOPMENT	GOBP_MIDBRAIN_DEVELOPMENT		82	0.32755387	1.2424393	0.090361446	1.0	1.0	2060	tags=23%, list=11%, signal=26%	
GOBP_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GOBP_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY		82	0.38653117	1.2423801	0.14579055	1.0	1.0	2984	tags=28%, list=16%, signal=33%	
GOBP_NEGATIVE_REGULATION_OF_NEURON_DEATH	GOBP_NEGATIVE_REGULATION_OF_NEURON_DEATH		186	0.29188716	1.2366511	0.06212425	1.0	1.0	4040	tags=35%, list=22%, signal=44%	
GOBP_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT	GOBP_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT		142	0.292617	1.2315311	0.09650924	1.0	1.0	4605	tags=33%, list=25%, signal=44%	
GOBP_NEGATIVE_REGULATION_OF_COAGULATION	GOBP_NEGATIVE_REGULATION_OF_COAGULATION		51	0.37451813	1.2304931	0.1064257	1.0	1.0	1916	tags=24%, list=10%, signal=26%	
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION	GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION		140	0.33026022	1.2291596	0.15286624	1.0	1.0	4927	tags=41%, list=27%, signal=56%	
GOBP_MOLTING_CYCLE	GOBP_MOLTING_CYCLE		101	0.35076508	1.2251874	0.1369863	1.0	1.0	3679	tags=36%, list=20%, signal=44%	
GOBP_FATTY_ACID_BIOSYNTHETIC_PROCESS	GOBP_FATTY_ACID_BIOSYNTHETIC_PROCESS		154	0.33272862	1.2243339	0.15674603	1.0	1.0	3936	tags=35%, list=22%, signal=44%	
GOBP_NEUROTRANSMITTER_TRANSPORT	GOBP_NEUROTRANSMITTER_TRANSPORT		199	0.32619965	1.2234131	0.16872428	1.0	1.0	4090	tags=37%, list=22%, signal=47%	
GOBP_CILIUM_MOVEMENT	GOBP_CILIUM_MOVEMENT		154	0.32276326	1.2213467	0.17043121	1.0	1.0	3723	tags=30%, list=20%, signal=37%	
GOBP_REGULATION_OF_LIPID_CATABOLIC_PROCESS	GOBP_REGULATION_OF_LIPID_CATABOLIC_PROCESS		59	0.3484411	1.2205743	0.15551181	1.0	1.0	7163	tags=59%, list=39%, signal=97%	
GOBP_LOCOMOTORY_BEHAVIOR	GOBP_LOCOMOTORY_BEHAVIOR		157	0.3164138	1.219975	0.15725806	1.0	1.0	4176	tags=38%, list=23%, signal=49%	
GOBP_CARDIAC_CONDUCTION	GOBP_CARDIAC_CONDUCTION		138	0.32677206	1.2194961	0.19521913	1.0	1.0	4548	tags=39%, list=25%, signal=52%	
GOBP_RESPONSE_TO_XENOBIOTIC_STIMULUS	GOBP_RESPONSE_TO_XENOBIOTIC_STIMULUS		128	0.42246148	1.2191633	0.2248996	1.0	1.0	5210	tags=41%, list=29%, signal=58%	
GOBP_VITAMIN_METABOLIC_PROCESS	GOBP_VITAMIN_METABOLIC_PROCESS		126	0.35058022	1.2182868	0.19057377	1.0	1.0	4015	tags=36%, list=22%, signal=45%	
GOBP_REGULATION_OF_STEROL_TRANSPORT	GOBP_REGULATION_OF_STEROL_TRANSPORT		56	0.35847703	1.2179178	0.15355086	1.0	1.0	4640	tags=36%, list=25%, signal=48%	
GOBP_REGULATION_OF_SYNAPTIC_PLASTICITY	GOBP_REGULATION_OF_SYNAPTIC_PLASTICITY		172	0.31787446	1.2179044	0.18036072	1.0	1.0	4927	tags=42%, list=27%, signal=57%	
GOBP_CELLULAR_AMINO_ACID_CATABOLIC_PROCESS	GOBP_CELLULAR_AMINO_ACID_CATABOLIC_PROCESS		101	0.39365286	1.215964	0.247505	1.0	1.0	3483	tags=37%, list=19%, signal=45%	
GOBP_ANIMAL_ORGAN_REGENERATION	GOBP_ANIMAL_ORGAN_REGENERATION		69	0.3476335	1.215574	0.19646366	1.0	1.0	3174	tags=29%, list=17%, signal=35%	
GOBP_REGULATION_OF_PLASMA_LIPOPROTEIN_PARTICLE_LEVELS	GOBP_REGULATION_OF_PLASMA_LIPOPROTEIN_PARTICLE_LEVELS		87	0.328358	1.2126191	0.17374517	1.0	1.0	5361	tags=45%, list=29%, signal=63%	
GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC		66	0.38493827	1.2090577	0.20454545	1.0	1.0	3001	tags=36%, list=16%, signal=43%	
GOBP_REGULATION_OF_NEUROTRANSMITTER_LEVELS	GOBP_REGULATION_OF_NEUROTRANSMITTER_LEVELS		200	0.30980286	1.2073988	0.1707819	1.0	1.0	5188	tags=43%, list=28%, signal=59%	
GOBP_MULTI_MULTICELLULAR_ORGANISM_PROCESS	GOBP_MULTI_MULTICELLULAR_ORGANISM_PROCESS		192	0.3124785	1.206013	0.12815127	1.0	1.0	4193	tags=34%, list=23%, signal=44%	
GOBP_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY	GOBP_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY		89	0.3448591	1.2010964	0.17695473	1.0	1.0	4818	tags=33%, list=26%, signal=44%	
GOBP_NEGATIVE_REGULATION_OF_WOUND_HEALING	GOBP_NEGATIVE_REGULATION_OF_WOUND_HEALING		68	0.33928484	1.2007444	0.16568047	1.0	1.0	1437	tags=19%, list=8%, signal=21%	
GOBP_SYNCYTIUM_FORMATION	GOBP_SYNCYTIUM_FORMATION		54	0.35429427	1.1961915	0.18350515	1.0	1.0	5332	tags=37%, list=29%, signal=52%	
GOBP_MEMORY	GOBP_MEMORY		104	0.33711618	1.1961457	0.20404041	1.0	1.0	4340	tags=38%, list=24%, signal=50%	
GOBP_LEARNING	GOBP_LEARNING		125	0.31183594	1.1960639	0.17206478	1.0	1.0	4087	tags=37%, list=22%, signal=47%	
GOBP_REGULATION_OF_AXONOGENESIS	GOBP_REGULATION_OF_AXONOGENESIS		141	0.28548306	1.1925585	0.16427104	1.0	1.0	5625	tags=45%, list=31%, signal=64%	
GOBP_CELLULAR_RESPONSE_TO_CALCIUM_ION	GOBP_CELLULAR_RESPONSE_TO_CALCIUM_ION		81	0.31371593	1.1919788	0.16244726	1.0	1.0	3131	tags=30%, list=17%, signal=36%	
GOBP_PRIMARY_ALCOHOL_METABOLIC_PROCESS	GOBP_PRIMARY_ALCOHOL_METABOLIC_PROCESS		92	0.39870587	1.1867622	0.27920792	1.0	1.0	4734	tags=45%, list=26%, signal=60%	
GOBP_L_ALPHA_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	GOBP_L_ALPHA_AMINO_ACID_TRANSMEMBRANE_TRANSPORT		56	0.3075942	1.1862599	0.17291667	1.0	1.0	4761	tags=34%, list=26%, signal=46%	
GOBP_NEPHRON_MORPHOGENESIS	GOBP_NEPHRON_MORPHOGENESIS		68	0.36928278	1.1855545	0.22874494	1.0	1.0	4542	tags=46%, list=25%, signal=60%	
GOBP_STEROL_METABOLIC_PROCESS	GOBP_STEROL_METABOLIC_PROCESS		156	0.34712937	1.1849644	0.26796117	1.0	1.0	5407	tags=42%, list=30%, signal=59%	
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS	GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS		110	0.31529906	1.1818029	0.22543353	1.0	1.0	5052	tags=39%, list=28%, signal=54%	
GOBP_DIGESTION	GOBP_DIGESTION		133	0.34160864	1.1810622	0.16808511	1.0	1.0	5139	tags=40%, list=28%, signal=55%	
GOBP_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	GOBP_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC		87	0.37130252	1.1808414	0.23868313	1.0	1.0	3926	tags=38%, list=22%, signal=48%	
GOBP_INNER_EAR_MORPHOGENESIS	GOBP_INNER_EAR_MORPHOGENESIS		89	0.36480686	1.1776444	0.23991935	1.0	1.0	3832	tags=34%, list=21%, signal=42%	
GOBP_POSITIVE_REGULATION_OF_CELL_GROWTH	GOBP_POSITIVE_REGULATION_OF_CELL_GROWTH		146	0.28063712	1.1763704	0.16601562	1.0	1.0	4763	tags=36%, list=26%, signal=48%	
GOBP_AEROBIC_RESPIRATION	GOBP_AEROBIC_RESPIRATION		76	0.3371782	1.1757313	0.21022727	1.0	1.0	3352	tags=26%, list=18%, signal=32%	
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT	GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT		53	0.33388278	1.175203	0.20159681	1.0	1.0	2462	tags=26%, list=13%, signal=30%	
GOBP_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS	GOBP_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS		87	0.29189768	1.174432	0.17296223	1.0	1.0	4771	tags=37%, list=26%, signal=50%	
GOBP_SENSORY_PERCEPTION_OF_PAIN	GOBP_SENSORY_PERCEPTION_OF_PAIN		98	0.3562569	1.1741006	0.21991701	1.0	1.0	2977	tags=30%, list=16%, signal=35%	
GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS	GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS		96	0.30531642	1.1730263	0.20980392	1.0	1.0	4882	tags=44%, list=27%, signal=59%	
GOBP_SKELETAL_MUSCLE_ORGAN_DEVELOPMENT	GOBP_SKELETAL_MUSCLE_ORGAN_DEVELOPMENT		152	0.2948269	1.1714783	0.16465864	1.0	1.0	2732	tags=25%, list=15%, signal=29%	
GOBP_CATECHOLAMINE_SECRETION	GOBP_CATECHOLAMINE_SECRETION		52	0.3978123	1.1684988	0.20675105	1.0	1.0	2586	tags=35%, list=14%, signal=40%	
GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL		128	0.36358643	1.1681178	0.28719008	1.0	1.0	4961	tags=41%, list=27%, signal=55%	
GOBP_RESPONSE_TO_RETINOIC_ACID	GOBP_RESPONSE_TO_RETINOIC_ACID		102	0.31291786	1.167653	0.17864476	1.0	1.0	5669	tags=40%, list=31%, signal=58%	
GOBP_AMINOGLYCAN_CATABOLIC_PROCESS	GOBP_AMINOGLYCAN_CATABOLIC_PROCESS		64	0.33882323	1.1667788	0.20638297	1.0	1.0	4632	tags=36%, list=25%, signal=48%	
GOBP_REGULATION_OF_NEURON_DIFFERENTIATION	GOBP_REGULATION_OF_NEURON_DIFFERENTIATION		182	0.31706348	1.161962	0.21428572	1.0	1.0	4027	tags=34%, list=22%, signal=43%	
GOBP_ASTROCYTE_DIFFERENTIATION	GOBP_ASTROCYTE_DIFFERENTIATION		68	0.32160175	1.1618574	0.196	1.0	1.0	3635	tags=35%, list=20%, signal=44%	
GOBP_CELLULAR_RESPONSE_TO_RETINOIC_ACID	GOBP_CELLULAR_RESPONSE_TO_RETINOIC_ACID		63	0.35027102	1.1608425	0.22736418	1.0	1.0	5669	tags=40%, list=31%, signal=57%	
GOBP_REGULATION_OF_CELLULAR_CARBOHYDRATE_METABOLIC_PROCESS	GOBP_REGULATION_OF_CELLULAR_CARBOHYDRATE_METABOLIC_PROCESS		135	0.2903687	1.1607429	0.20643939	1.0	1.0	5052	tags=37%, list=28%, signal=51%	
GOBP_ACUTE_INFLAMMATORY_RESPONSE	GOBP_ACUTE_INFLAMMATORY_RESPONSE		104	0.31721932	1.159937	0.16904277	1.0	1.0	2220	tags=22%, list=12%, signal=25%	
GOBP_REGULATION_OF_PROTEIN_MATURATION	GOBP_REGULATION_OF_PROTEIN_MATURATION		61	0.3058639	1.1598395	0.19214876	1.0	1.0	2815	tags=25%, list=15%, signal=29%	
GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE	GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE		56	0.42188948	1.1593046	0.23027718	1.0	1.0	2428	tags=25%, list=13%, signal=29%	
GOBP_RESPONSE_TO_CAMP	GOBP_RESPONSE_TO_CAMP		90	0.30600882	1.1572769	0.18042226	1.0	1.0	3735	tags=28%, list=20%, signal=35%	
GOBP_CELLULAR_BIOGENIC_AMINE_METABOLIC_PROCESS	GOBP_CELLULAR_BIOGENIC_AMINE_METABOLIC_PROCESS		92	0.35499093	1.1548636	0.27833003	1.0	1.0	4820	tags=41%, list=26%, signal=56%	
GOBP_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION	GOBP_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION		79	0.32096612	1.1517398	0.2265625	1.0	1.0	4444	tags=38%, list=24%, signal=50%	
GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY	GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY		119	0.29817325	1.1513094	0.23966943	1.0	1.0	3722	tags=27%, list=20%, signal=34%	
GOBP_SPINAL_CORD_DEVELOPMENT	GOBP_SPINAL_CORD_DEVELOPMENT		97	0.37234038	1.1504724	0.27855712	1.0	1.0	6194	tags=53%, list=34%, signal=79%	
