	baseMean	log2FoldChange	lfcSE	pvalue	padj
PRDM2	2323.7938736472	-0.0188121151463675	0.0321536087419849	0.326287703130412	0.651667971250132
KAZN	8171.17402037793	-0.00205803819761616	0.0348044680778229	0.944606458531368	0.982324878074883
TMEM51	979.860514917859	-0.0369728157560018	0.0397057209702939	0.105863666257106	0.388166776276056
FHAD1	1860.48210580849	0.00859378978791771	0.0249310997460764	0.647873806459834	0.853754945290289
EFHD2	638.433185695031	0.000412238679796296	0.0311365679771349	0.982795832911039	0.992669208769097
CTRC	140.995645556501	0.0168264068410096	0.039420700086857	0.239513356307997	NA
CELA2A	108.080829356856	-0.0119586253577891	0.0364088190069951	0.412908947001535	NA
CELA2B	188.720537347628	0.0330644075813629	0.0413390461774101	0.122398994990487	NA
CASP9	434.117783704984	-0.00783361567082959	0.0321483246244319	0.655427460594371	NA
DNAJC16	707.581583039832	-0.0187751304159324	0.0333366917771591	0.330638669383611	0.654719011369437
AGMAT	0	NA	NA	NA	NA
DDI2	591.050899676167	0.00228990044900338	0.0316405380912192	0.898230495648708	0.963633898614017
RSC1A1	0	NA	NA	NA	NA
PLEKHM2	875.129506275651	0.0135028398209913	0.0335534089319441	0.457895863112418	0.754667792921956
SLC25A34	130.262221691585	0.0219243491451862	0.039284127847731	0.221158159246939	NA
TMEM82	101.980100389028	0.00327189481111485	0.0357432804339076	0.773754325173904	NA
FBLIM1	412.032825630823	-0.00280179874075726	0.0304721411804356	0.874873323380711	NA
UQCRHL	25.0236027838296	0.00221100520825559	0.0366138130530303	0.791654994152398	NA
SPEN	1894.62569377032	-0.0771607277857455	0.0300684558363476	0.00139596980202404	0.0673248647365143
ZBTB17	871.572498071038	-0.0172709820215921	0.0296869628947571	0.350433749919991	0.673148819582649
C1orf64	76.3275577473933	0.0266120200424623	0.0482074951967039	0.0678028354453424	NA
HSPB7	156.005159548448	-0.0139565771948411	0.0355156234822267	0.404445187233002	NA
CLCNKA	180.895320115969	0.0370742599580656	0.0560581921569187	0.0604294776983793	NA
CLCNKB	182.129650475604	-0.0124711117856497	0.0367948361559002	0.369838249862633	NA
FAM131C	170.428562647538	0.0259428810380837	0.0444882543565468	0.123394222672316	NA
EPHA2	776.987371420237	-0.0193712457248282	0.0381087090808474	0.267650394201469	0.603094797587747
ARHGEF19	157.411873656051	0.0503217528352203	0.0717019055250675	0.053358144985106	NA
C1orf134	13.3532757019543	0.00210441516669761	0.0370459949219677	0.740528379372887	NA
RSG1	77.6227405964912	0.00868719618083155	0.0361655171461827	0.50340123926854	NA
FBXO42	1611.89130534548	-0.0109547855393021	0.0222322746515292	0.546827273393208	0.804007225313734
SZRD1	678.36036612547	-0.0204991297529433	0.0302143272502706	0.320181800883203	0.64537045430628
SPATA21	435.223966640152	0.0107374625869423	0.0314627989587818	0.557542108317851	NA
NECAP2	305.741785825587	-0.0164082401791642	0.0313674948950128	0.316914006377533	NA
AL355149.2	0.308599630782628	-0.0017518076545538	0.0375576129806713	0.261209489292551	NA
NBPF1	423.586334068843	0.00111408957908377	0.0350548293254054	0.930921035377253	NA
FAM231A	0.470400828546761	0.000731274217263443	0.0375001458998413	0.58073089995967	NA
FAM231C	0	NA	NA	NA	NA
AL021920.2	0	NA	NA	NA	NA
CROCC	1520.25907240131	0.0215687054413584	0.0403419793648378	0.235727763862404	0.574379779422551
MFAP2	99.9857342006773	0.00656794277180303	0.0352721927853391	0.616993871731223	NA
ATP13A2	485.502426900386	0.0154073255408164	0.036173717102942	0.359157119523076	NA
SDHB	370.400839066395	0.00823084394488473	0.0330064692024649	0.625790871444687	NA
PADI2	735.726172332178	0.0351937410263811	0.0520736818044324	0.0771828409911166	0.335348437046105
PADI1	546.075268114065	0.095984261246264	0.0971213360124979	0.0128327664358613	NA
PADI3	393.174599208048	0.0597493002572145	0.0737647064240554	0.0307772614893971	NA
PADI4	727.083899632018	0.00232821315416096	0.0351604371457037	0.82079485932638	0.93299245179021
AC004824.2	0	NA	NA	NA	NA
PADI6	377.564259286293	0.0383069298829383	0.0534969897196301	0.0687152240101109	NA
RCC2	849.502447681296	0.0122172894086852	0.0317211680547883	0.45596709136137	0.75399558166895
ARHGEF10L	2052.30316116674	0.0230762186592547	0.0429870580933514	0.130531799742093	0.427481014529969
ACTL8	347.472299469033	0.0365867313526077	0.0578639257671228	0.0413498102921809	NA
IGSF21	1225.09857879069	0.154819348411151	0.0855916657980167	0.00289392347052014	0.0823448527314872
KLHDC7A	46.1715095658649	0.00546840965936037	0.0372976419731926	0.467200991013605	NA
PAX7	481.60190986961	0.231800838722374	0.0658291496596416	1.99349183891343e-05	NA
TAS1R2	31.7005415586328	0.0270444201064243	0.0506534505142603	0.0275642195651417	NA
RP13-279N23.2	144.316284466434	0.0226882971387096	0.0417585686208563	0.167934513997268	NA
ALDH4A1	0	NA	NA	NA	NA
IFFO2	694.151125631769	0.0110198042201684	0.0312598250296782	0.554632763777905	0.806986658035175
UBR4	1903.18341280316	0.0111436208926558	0.0223076890895893	0.536876011177471	0.800375891540157
EMC1	370.966157210907	0.0564689954207259	0.0648824656612945	0.0379500782385688	NA
MRTO4	92.2294511199482	0.0127127662495854	0.0393541319707364	0.176376707902199	NA
AKR7A3	58.5600203692264	-0.0085901737622156	0.0362483133238649	0.487423581261403	NA
AKR7A2	102.220450584732	0.0198408492477762	0.0403541521502875	0.203260848889566	NA
PQLC2	507.24122425397	0.00605856773085493	0.0339439139284131	0.712074681841009	NA
CAPZB	4167.10816355792	-0.00888692258238256	0.0287352204995339	0.647468501789371	0.853754945290289
MINOS1	0	NA	NA	NA	NA
MINOS1-NBL1	137.177538185789	-0.0237589133811857	0.0421385424442447	0.156436323004248	NA
NBL1	3.66918435599453	0.00461622864684065	0.0377418844735517	0.224106240090218	NA
HTR6	124.737680147019	0.00520308281227862	0.0349159464538136	0.67346321906877	NA
TMCO4	1254.08832735241	0.0561722077773815	0.0391341026189962	0.0288264297889208	0.212458281888215
RNF186	11.3718759738231	0.0125041803497485	0.0401090738524227	0.0485796500844122	NA
OTUD3	311.281807484001	-0.0266038734415274	0.0383931243755997	0.179539849002246	NA
PLA2G2E	45.6053382905276	0.00275378960533065	0.0359738524155128	0.945929246470427	NA
PLA2G2A	41.0803723723482	0.0211507842025892	0.0457089720126484	0.0180259573085057	NA
PLA2G5	429.986996950163	0.0280950778836283	0.0413463456351861	0.184922410757888	NA
PLA2G2D	45.812410211315	0.0282039061560381	0.0500849903008228	0.0540759916700611	NA
PLA2G2F	92.9146417991991	0.02809756611648	0.0480192166453882	0.0840698779901009	NA
PLA2G2C	155.746836779935	0.0216429730535006	0.0440755827951124	0.0935154882202608	NA
UBXN10	59.4624795739031	0.00950957116913505	0.0381653045021026	0.272945717583399	NA
VWA5B1	259.900080255607	0.156823868791958	0.109303770976509	0.00469342083666143	NA
CAMK2N1	7.64222233663533	0.00247982089413	0.0374025423536176	0.545094921993462	NA
MUL1	55.8988924323576	0.0099067497735919	0.0379420273819265	0.318463510650403	NA
FAM43B	9.22423744032178	0.000549343387733965	0.0371473863052314	0.916972528440809	NA
CDA	483.666706118323	0.0265554447440726	0.0468918844948631	0.189941642236607	NA
PINK1	214.991207126821	0.0106787024690266	0.0330384750305947	0.542033082913441	NA
DDOST	183.449527289508	-0.0238586528872963	0.0393564416903662	0.237467944221514	NA
KIF17	811.151272355005	0.01062395369272	0.0341477509693319	0.490203282529986	0.77259486032856
SH2D5	203.430958068548	0.0128093724418576	0.034518575201125	0.441387197867216	NA
HP1BP3	574.673790677112	-0.036743931222694	0.0399893625219045	0.10016417090826	0.380994992823545
EIF4G3	5631.7754858444	-0.0349826263129902	0.0422110482820194	0.12450182407013	0.419765707310895
ECE1	3493.25054477923	-0.0128042830600532	0.0334457878190211	0.429197881648984	0.733371091451203
NBPF3	329.253988680524	-0.00208747572183679	0.0342497033016028	0.881540627685405	NA
ALPL	1086.24587733097	0.0225221069656115	0.0339729538982855	0.256459058577065	0.59274468389283
RAP1GAP	843.072463389925	0.0327472619060285	0.0440309484833414	0.120381388485261	0.410554436848988
USP48	1661.05397610991	-0.0309464372586342	0.0309987243908029	0.130013177972243	0.426616230879941
LDLRAD2	195.929359347293	-0.0212474891781229	0.0411076814595274	0.186746316085555	NA
HSPG2	2495.74528611706	-0.00229925688912804	0.0325938959528246	0.886588575626892	0.959383891589814
CELA3B	106.623781056675	-0.00817219703668379	0.0340581311546221	0.58928989725252	NA
CELA3A	58.9368909473299	0.0070011725026274	0.0371832929349624	0.451581249902812	NA
CDC42	1070.26091402982	-0.0497202216445139	0.0501843323557139	0.0514348010054099	0.276720195378667
WNT4	544.404110152959	0.0180240084745471	0.0324443946667902	0.369796936695761	NA
ZBTB40	968.022060803137	-0.0120782436862688	0.031358568894152	0.530201376055201	0.7960938821474
EPHA8	308.142389431904	0.033367898185285	0.0494573011298009	0.0874438269778824	NA
C1QA	27.7736909993988	0.0148732709390217	0.0402660828740894	0.143555258212111	NA
C1QC	49.3272333490007	0.0320459801776255	0.0558546274344715	0.0295534463832764	NA
C1QB	56.4883568911102	0.0194109304514141	0.0418427865477797	0.148937109039527	NA
EPHB2	1866.88184058595	0.0555473240442512	0.0475242929953545	0.0332263509454101	0.226032981571258
LACTBL1	99.3144194162682	0.0244258198628084	0.0436919546443786	0.137237099871285	NA
C1orf234	50.9300846491874	-0.00113264605193166	0.0358593759930269	0.914097891317285	NA
KDM1A	675.402217460232	-0.0396279084035863	0.0416056662734011	0.0910723471582355	0.361057325839471
LUZP1	1233.60203681406	-0.12372172643103	0.0387478510818992	0.000110923897538555	0.0371742955284212
HTR1D	34.5163176151562	-0.000144811932608454	0.0362984080581527	0.986334199176694	NA
HNRNPR	597.636966282155	-0.146972651421905	0.0447399440044405	6.61199803048144e-05	0.025548957504632
ZNF436	82.1816341531785	-0.0106837128813908	0.0361905082179852	0.39501851773974	NA
TCEA3	690.043583005148	0.00839053787810844	0.0286717796865899	0.65587976188636	0.857024040359507
ASAP3	624.645747471972	0.0120436930427119	0.0335471462398085	0.471087987950175	0.762201260194892
E2F2	373.410134991977	0.00847767828929606	0.0336892736789192	0.606515717514211	NA
ID3	15.7874515470029	-0.000300795620733197	0.0366141242655767	0.968906282046374	NA
MDS2	1013.66402306294	-0.0210273112685436	0.0425312419308117	0.370780543925093	0.69152200485692
RPL11	54.7140537612177	0.0191539264084606	0.0411727875139434	0.172558442899151	NA
TCEB3	203.507780054709	0.00439850722718054	0.032954660395455	0.785175704724153	NA
PITHD1	88.1918975273535	-0.0213049106204732	0.0413831557645099	0.177363481322054	NA
LYPLA2	68.2098025091006	0.00822639777003478	0.0357046413003633	0.609726583096595	NA
GALE	102.161874618495	0.0137650394487847	0.0369773991004056	0.358649041525639	NA
HMGCL	414.423181477173	0.0300957369157073	0.0391491976861753	0.163372447245405	NA
FUCA1	187.478371822357	-0.0101016913692154	0.0349020531410679	0.517900940000924	NA
CNR2	503.569458152167	0.0294849721313649	0.0391027961125496	0.32702574075166	NA
PNRC2	7.26282676308844	-0.00513756473742689	0.0376098673138154	0.348079989505999	NA
SRSF10	211.961662456059	-0.0530767350659114	0.0603505205747102	0.0436741953795288	NA
MYOM3	668.977666159134	0.00636051423949552	0.0317069766570095	0.471540443388007	0.762385639131928
