	baseMean	log2FoldChange	lfcSE	pvalue	padj
TNFRSF14	299.736786881183	0.00768966996670886	0.0387388446732916	0.702776224775429	NA
FAM213B	70.0341640669918	0.0515566606017113	0.0773554235933121	0.0453570980634597	NA
MMEL1	426.670118991356	0.0982333891252556	0.0637551447452014	0.0111143752210079	0.0905278133143293
TTC34	356.236425044664	0.0460274640513494	0.0596946169815049	0.0877484913259279	0.285948596470609
ACTRT2	15.2823792630194	0.0135388963940884	0.0462725127892262	0.218710537476062	NA
PRDM16	5246.21356188933	0.00388182900524379	0.0362870286140502	0.902436748460762	0.961195984588727
ARHGEF16	448.123249767275	0.097708760429253	0.0604906690460451	0.0100574188587149	0.0859876009708667
MEGF6	2364.84816333788	0.0131550596069771	0.0350602477973379	0.57443559920482	0.779500251035248
TPRG1L	71.2818638482017	0.013427074076837	0.0424267393082512	0.460018547346503	NA
WRAP73	371.18488244485	-0.0170470865448544	0.0326010158115711	0.731932018170363	0.876017952612042
TP73	1336.05594518533	0.0289348862068417	0.0298912554531149	0.209862695139934	0.467932192444999
CCDC27	275.211265586702	0.0487108824077198	0.0615612152453065	0.0734674154263743	NA
SMIM1	111.397040377698	-0.00053898115329322	0.040436194168783	0.974682501451091	NA
LRRC47	497.366671721689	0.0391713996589947	0.0458383065376117	0.13711219928908	0.368774686004588
CEP104	639.229320568485	0.0547731106304819	0.0417339713256866	0.0522272483424996	0.216453860706796
DFFB	679.344722957601	0.00623083909073417	0.0353625901587594	0.555987429185108	0.770139059076605
C1orf174	311.784415219463	-0.01847153974938	0.0432855219070836	0.358467860868756	NA
AJAP1	789.373530321165	0.0270635001210919	0.0454411223063462	0.219000419087212	0.478504981240791
NPHP4	1867.874941761	0.0158083554692807	0.0350510716980907	0.484129864346179	0.717854121214683
KCNAB2	1935.88188296152	0.000345110551831074	0.0364029437930491	0.979198170425674	0.994086115730511
AL035406.1	0	NA	NA	NA	NA
CHD5	772.2008463512	0.0131260328726322	0.0355472340868648	0.556948256091959	0.770654017807845
RPL22	290.073399496838	-0.0087512566290483	0.0357727387647397	0.690432160992164	NA
RNF207	147.260754177796	0.0190285606626123	0.0410388094477137	0.382649421670639	NA
ICMT	177.241086633388	0.0147131721631459	0.0418915889307016	0.451192447741635	NA
HES3	3.67366533369072	0.0127862825172474	0.0470927013288036	0.0352181181380688	NA
GPR153	189.249828233477	0.023697784036383	0.0404598337848617	0.290926251952029	NA
ACOT7	2074.28960704081	0.0514423986590566	0.0336104088519426	0.0440918222786345	0.196059274035765
HES2	114.608520018423	0.133049011418197	0.1097294451664	0.00908771183958937	NA
ESPN	260.495530442304	0.168829538765927	0.065556865146397	0.000581684548875591	NA
TNFRSF25	82.2637510345808	0.0384904719253459	0.057915268528298	0.095904036186174	NA
PLEKHG5	878.965081369253	0.042866867269279	0.0404627979571261	0.108742939557394	0.32421971124387
NOL9	360.860824105653	0.0505749020402594	0.0469751395444629	0.0770006548953944	0.26383600872654
TAS1R1	213.309282397917	0.0257233810624105	0.0432092693846821	0.264659418632999	NA
ZBTB48	174.136257186485	0.0631281424187741	0.0496901360632886	0.0398881071905077	NA
KLHL21	434.606514264007	0.0106976743561557	0.0295235095375728	0.632242593929138	0.818618678959156
PHF13	162.646575473266	0.00508377222820301	0.0349744177157578	0.819090467356084	NA
THAP3	169.333402004437	0.0413864407826768	0.0477428922764043	0.120568823958638	NA
DNAJC11	786.465645453493	0.0426507443226107	0.034017112573052	0.0870647273682083	0.284704765877024
CAMTA1	13034.2094315189	0.00771496097397257	0.0352645359686254	0.926679607990964	0.970733004676343
VAMP3	154.181681294082	-0.0877086436999294	0.0780669427124418	0.0207839183223044	NA
PER3	796.776664401218	-0.0495852723866542	0.0464027130767926	0.0807152247855414	0.272427072413422
UTS2	148.445600388189	0.0325576970109771	0.0522722130292923	0.140314637398049	NA
TNFRSF9	362.468590382865	-0.0166579187658665	0.0400792961111413	0.435080481761606	0.680285307171053
PARK7	426.945677724054	-0.0190844632062357	0.0298169376093044	0.400662952759337	0.652856861305563
ERRFI1	234.920784666616	-0.0132897684377805	0.0358367061882624	0.557653689057613	NA
SLC45A1	395.916598713716	0.00791758888776846	0.0328770557822198	0.719450457391163	0.869044935193388
RERE	7956.99672611448	-0.0402026742669072	0.0261990138462449	0.0640390776101191	0.237815636954901
ENO1	401.537809902408	0.00440622546812253	0.036214284325909	0.840177824784273	0.930115396709873
CA6	360.360757240506	-0.0306581227945904	0.04075134085091	0.217783399393944	0.477618972736549
SLC2A7	329.212317194232	0.0111504032102321	0.0365388440978573	0.718544455882991	0.868306607686373
SLC2A5	750.317987941314	0.0023694008722006	0.0361763720035624	0.905858523912007	0.963426922668213
GPR157	439.080516962499	0.0108811524862063	0.0331619229603934	0.634759606865339	0.819884594760533
H6PD	948.971445790034	-0.00376571552266451	0.032262252349416	0.867092081751594	0.945186499471974
SPSB1	2467.2367263335	0.00612370244123263	0.0370078420075944	0.660125831239044	0.836332137516787
SLC25A33	680.266627026735	0.0189575671283132	0.0281912755582029	0.396800265614642	0.650775959655095
TMEM201	584.047818404198	0.0288839638107946	0.0400825905785466	0.238218401562152	0.498479030787272
PIK3CD	1662.05400520575	-0.026000467445265	0.040044521911277	0.292904790460548	0.561540193283074
CLSTN1	1759.57665148955	-0.010936657837794	0.0356937259252547	0.485235041670478	0.718421409931859
CTNNBIP1	1201.37399808901	0.0242943094191017	0.0333163548721941	0.310445259603109	0.578297999780745
LZIC	326.033951895671	-0.0145801633535175	0.0419444737625304	0.450821987350562	0.690268257366565
NMNAT1	430.80941326414	0.0400023029625749	0.0464639094270444	0.133835680194874	0.363490191887251
RBP7	177.237492511152	0.0412300415378052	0.0459187716575661	0.123867472351137	NA
UBE4B	2003.30760698981	-0.00572368759069732	0.0265426417351494	0.777571556385903	0.898429187912471
KIF1B	1969.48055374162	-0.0118564558009827	0.0355590392099698	0.515840700681361	0.743010715547736
PGD	500.571835177082	-0.0247336810691767	0.0392150327204947	0.296093601691188	0.564911585886685
APITD1-CORT	58.2101810466618	0.0201521467922723	0.0447094622650005	0.290417768818426	NA
APITD1	0	NA	NA	NA	NA
CORT	0	NA	NA	NA	NA
DFFA	226.108868722826	0.0120820185476586	0.0355170333219833	0.59387382040349	NA
PEX14	2428.64108888074	0.00236139642905944	0.0257979963192627	0.897067573530656	0.959365652984738
CASZ1	2908.90474880748	0.0335963203852976	0.0365421038232344	0.191747409213446	0.442309538942035
C1orf127	415.513245526995	0.0392343912181253	0.0376515266461844	0.131012648325074	0.358975583277687
TARDBP	0.104309169795504	0.00014167174064502	0.0447474110176598	0.958413202907936	NA
RP4-635E18.9	0.665781933385821	-0.00143711085055269	0.0447098445498607	0.592124239594633	NA
MASP2	154.284494291383	0.0651185913879949	0.0717578892359811	0.0418113674543128	NA
SRM	73.3619450961157	0.0260186675328391	0.0484410447834338	0.196160303693104	NA
EXOSC10	283.330000277412	-0.000928680512486892	0.03590794591809	0.965927003213065	NA
MTOR	1210.33213687232	0.0563141777143914	0.0500370325533768	0.0589724716234232	0.228858098795108
ANGPTL7	0	NA	NA	NA	NA
UBIAD1	250.21106008599	0.0496117232635095	0.049610839757001	0.0780640192660818	NA
PTCHD2	311.492473858335	0.117983061171576	0.0652243546819363	0.0052001188607735	NA
FBXO2	122.751970663146	0.141375236841823	0.0992352698308935	0.00677309190260736	NA
FBXO44	134.969594471104	0.038138467814063	0.0505401221278109	0.131412950778928	NA
FBXO6	201.226839859842	-0.00384937780513373	0.035541168975847	0.858694191231936	NA
MAD2L2	178.42775000362	0.0516346116918926	0.0566251725655765	0.0743682201700833	NA
DRAXIN	419.768243070031	0.0141670003439409	0.0336780747150777	0.540231288642707	0.759772586266481
AGTRAP	433.457890884527	-0.00423093445806396	0.0342462198261556	0.848285840774005	0.935082129306311
C1orf167	408.467118226066	0.0239218514963263	0.0404924129773201	0.293865406415564	0.562739539702091
MTHFR	352.698410795483	0.0437413094145592	0.0479243776867258	0.108157461147915	0.323595092333622
CLCN6	533.219301445313	0.00327717851479421	0.0297664725507441	0.886025466363197	0.95328664367126
NPPA	47.4593488842146	0.0233997786038234	0.0485231993206482	0.195346817416924	NA
NPPB	9.67380259457635	-0.00456206164830241	0.0440639304294318	0.625151128888831	NA
KIAA2013	118.193322719148	-0.0180183788333387	0.0417223473168736	0.386665409702409	NA
PLOD1	622.832769215263	0.0316917611909362	0.0351421241279353	0.196608472981234	0.449506857058041
MFN2	671.967483422252	0.0359267502146206	0.0398666166444622	0.183433614144582	0.432271607898975
MIIP	303.653368015115	-0.000550937867031149	0.0356181556729892	0.959986457828771	NA
TNFRSF8	1036.0960310387	0.0530427445964624	0.0295905941299056	0.0261309805751392	0.146144819880887
TNFRSF1B	1008.54392706706	0.0500321776603053	0.0466879256830336	0.0770036352557883	0.26383600872654
VPS13D	4072.18523965252	-0.0119966212037655	0.0261152057112318	0.610570757037408	0.804607193605267
DHRS3	1017.43037938871	0.0230286934496424	0.0350015654383608	0.334585914469405	0.598407410177792
AADACL4	264.023114951396	0.0135673924741125	0.0369307305867357	0.54444941219596	NA
AADACL3	70.1611084122695	-0.00663813038499082	0.0424941868497255	0.655390195047539	NA
C1orf158	70.5854286422507	0.0067665741086846	0.0420167706901632	0.670395464958858	NA
PRAMEF12	8.65977365550085	0.00485996116912427	0.0444499716004609	0.528194065014715	NA
PRAMEF1	6.5046976162513	0.00253328934630588	0.044405612356555	0.686788780396448	NA
PRAMEF11	4.70922291965675	0.0120307043144636	0.046752504452971	0.0516409624499413	NA
HNRNPCL1	57.2776388960002	0.0206479586553218	0.0499484738252996	0.095695931964995	NA
PRAMEF2	0	NA	NA	NA	NA
PRAMEF4	0	NA	NA	NA	NA
PRAMEF10	0	NA	NA	NA	NA
PRAMEF7	0	NA	NA	NA	NA
PRAMEF6	19.4591978696616	0.0144418130608855	0.0466797016705457	0.192457560245448	NA
PRAMEF22	0	NA	NA	NA	NA
WI2-3308P17.2	0	NA	NA	NA	NA
HNRNPCL2	1.38661804425508	0.00494274209048858	0.0450096538048667	0.182872069591953	NA
HNRNPCL4	0	NA	NA	NA	NA
PRAMEF26	1.43993516805912	-0.00366378805729959	0.0448091907773698	0.345432687053525	NA
PRAMEF3	0.186487638872596	0.000507284745542475	0.0447438046188314	0.829139195337349	NA
PRAMEF5	10.4006145812266	-0.000182847106564121	0.044094978533968	0.979994688098444	NA
PRAMEF8	0	NA	NA	NA	NA
PRAMEF9	0.0231040964239572	-0.000297137483996995	0.0447539789370416	0.971969640556743	NA
PRAMEF18	0	NA	NA	NA	NA
PRAMEF16	0	NA	NA	NA	NA
PRAMEF21	0.246925852467925	-0.000563863620988473	0.044740575342056	0.830180717234187	NA
PRAMEF15	0.0248671940204572	-0.000302726207537214	0.0447540330661384	0.971969640556743	NA
PRAMEF14	0	NA	NA	NA	NA
PRAMEF19	0.0361875690032544	0.000397843522826716	0.0447548181799232	0.941262337717025	NA
PRAMEF17	0	NA	NA	NA	NA
PRAMEF20	0.278870419461404	-0.00169653087501066	0.0447780445734895	0.500412175186112	NA
LRRC38	236.550527104612	0.00116042740864503	0.0376050590803761	0.933847443194178	NA
PDPN	151.987567171676	0.0112911176180732	0.0390064997688525	0.584750724603078	NA
PRDM2	2328.45804537714	-0.0944902654739899	0.0386229042972965	0.00200310623500666	0.0372334930243021
KAZN	8129.30271466032	0.00548498074005237	0.0398877202441101	0.771902197525587	0.895753471465648
TMEM51	979.815473220098	0.00804948083534	0.0315906738604454	0.720666951652464	0.869591958420419
FHAD1	1869.3593272687	0.0573898531591596	0.0258875288085072	0.00913697065972427	0.0819154800118336
EFHD2	641.228816368219	0.0228622439437513	0.036418671956016	0.335582904991749	0.599135659761371
CTRC	140.141916920087	0.0221287940540975	0.0445937128374308	0.286935122830705	NA
CELA2A	108.4477181511	-0.00742853491675821	0.0390321469634608	0.916377574087677	NA
CELA2B	187.718809353812	0.0571060821859136	0.0460899622274466	0.0512444279744071	NA
CASP9	433.259329094765	0.00461334847739433	0.0341234155268529	0.802711095167144	0.91263762559294
DNAJC16	701.841010383886	0.015497766573524	0.0350249763755334	0.499194587460008	0.729715281084209
AGMAT	0	NA	NA	NA	NA
DDI2	591.819578710037	-0.0136239942885624	0.0354880640536511	0.477896136929861	0.712566598009375
RSC1A1	0	NA	NA	NA	NA
PLEKHM2	878.295843818173	0.0415076600113441	0.0424047822799806	0.114893487324713	0.334699117268606
SLC25A34	130.117322048992	0.0685216274465971	0.0604948875144277	0.0362742763263993	NA
TMEM82	102.645335515096	0.0125972706924834	0.0429348151030306	0.464455775381619	NA
FBLIM1	413.923705458774	0.0227156198390325	0.0350237312855536	0.374134355057729	0.630695258819841
UQCRHL	24.5365093703575	0.0275924445617746	0.0544187870883769	0.0712859995977155	NA
SPEN	1890.38325884597	-0.0408112895531545	0.0270579992632496	0.0646131099640298	0.23901296551164
ZBTB17	869.959708658381	-0.000396604463803508	0.0276651635832321	0.985148330407019	0.995690102175714
C1orf64	76.0776446338994	0.0245696232201072	0.0479516736631411	0.198617299921169	NA
HSPB7	156.32785605768	0.0215056597987401	0.0395186782690283	0.352007415467396	NA
CLCNKA	179.407787371983	0.0800822183207535	0.0865544056321015	0.0265370411751338	NA
CLCNKB	180.542045377451	0.0171558642711172	0.0431396714097152	0.333974174349301	NA
FAM131C	170.512681061453	0.0448453727741613	0.057264003053064	0.0909271961389606	NA
EPHA2	774.963606216101	0.00309316457321827	0.0363297544976531	0.884929995328389	0.95317158059263
ARHGEF19	156.904700780248	0.0442790484192504	0.0550739797757416	0.0965170905800472	NA
C1orf134	13.390568408499	0.00980888003088802	0.0450934066156797	0.332027376562967	NA
RSG1	77.1690714664673	0.0056884707504627	0.0398211910941058	0.761833609476429	NA
FBXO42	1607.10590715912	-0.0199789953881791	0.0219825966702155	0.290507868081445	0.55927132720562
SZRD1	676.022524407662	-0.0242838937272454	0.0301700492292385	0.292029477201668	0.560697089673127
SPATA21	433.681983412145	0.0847169380490023	0.0437222404425371	0.00779372568618775	0.0753941410701031
NECAP2	303.761245667562	0.00629172396950716	0.0304145588317862	0.779930677878165	NA
AL355149.2	0.274451949956437	-0.00243570978614219	0.0448314184260779	0.337165678886198	NA
NBPF1	422.007308267695	0.00673244982842729	0.040251660586486	0.713299021726354	0.866107082124623
FAM231A	0.445696199947898	0.00332679974473779	0.0448877591286099	0.159734482343426	NA
FAM231C	0	NA	NA	NA	NA
AL021920.2	0	NA	NA	NA	NA
CROCC	1502.2466606881	0.0129168430007137	0.0392602826284762	0.330855601308852	0.595447836370438
MFAP2	99.8565649758037	0.0195175275326525	0.0432082883615839	0.341120033159328	NA
ATP13A2	483.790685684929	0.0195362192289455	0.0397739264308756	0.393982551938147	0.648213434008684
SDHB	369.353673403058	-0.00386208577398711	0.0352555807527212	0.859046116761628	0.941364731631792
PADI2	734.712737181325	0.0193066904684175	0.0408311337318698	0.374636573003074	0.631129816111746
PADI1	545.949822718136	0.0231807767218384	0.0433813950579446	0.298806556320148	0.567989100676287
PADI3	392.185398024841	0.0261996612487292	0.0419108028614529	0.27064150814892	0.536040416464331
PADI4	726.422445511927	-0.0189511328868536	0.044289872263423	0.328464571310677	0.593212070266381
AC004824.2	0	NA	NA	NA	NA
PADI6	376.115396971188	0.0753844528178008	0.0671959119958285	0.0294081695795802	0.156668281680487
RCC2	845.704111517742	-0.00276410820257396	0.031858962951121	0.902040938818054	0.961195984588727
ARHGEF10L	2051.91718414247	0.103327165709701	0.0860938561061869	0.0146236967601135	0.105514020164568
ACTL8	350.914004126883	0.0404781355777516	0.0566771101793626	0.0817809635929349	0.273876067440931
IGSF21	1238.36600739734	0.125362946820643	0.0766584557296971	0.00623585163882401	0.0668089997155335
KLHDC7A	46.3748221591856	0.0243816967267358	0.0523109200874928	0.0757067026672339	NA
PAX7	493.717805911445	0.122906564882608	0.0840353084971361	0.00820345659776502	0.0773041056037565
TAS1R2	32.6519391582336	0.0335483762124711	0.058485804004367	0.0702903269379603	NA
RP13-279N23.2	145.823930457773	0.0226363433345269	0.0445295458648103	0.2886701956368	NA
ALDH4A1	0	NA	NA	NA	NA
IFFO2	698.742890538427	0.0569224939156091	0.0424603529632333	0.046160084504236	0.2013265847803
UBR4	1900.50198889441	0.0117062771412653	0.0208313359867785	0.521523248147739	0.746493811923187
EMC1	372.277363051099	0.0182675567554146	0.0385181396649744	0.419650530397765	0.668988065128851
MRTO4	92.753391196742	0.0267118608245267	0.0528821489094877	0.0993823796388412	NA
AKR7A3	58.0042846456343	0.0184026550135096	0.0438430950610413	0.34621995668403	NA
AKR7A2	100.779440222528	0.0296196073391369	0.0482650006591438	0.188495000570556	NA
PQLC2	502.564593843605	0.00908018931431532	0.0382836955019668	0.666993316067897	0.840228798601404
CAPZB	4162.68067125337	-0.004097654405251	0.0289374581600792	0.979580925934265	0.994086115730511
MINOS1	0	NA	NA	NA	NA
MINOS1-NBL1	137.215488415021	-0.022882192273301	0.0427479395403191	0.302915648791859	NA
NBL1	3.729120933225	0.00888335055951762	0.0456151866308672	0.158155124906878	NA
HTR6	125.486307065189	0.0230187741238197	0.0448801851180186	0.273576926897371	NA
TMCO4	1256.80501668025	0.0782193294795857	0.0324973950553642	0.00318925989889183	0.0472351953667612
RNF186	11.7987605565383	0.0162333634957355	0.0479038571261514	0.109691023728483	NA
OTUD3	311.106055573437	-0.0181739541838558	0.0361461624821738	0.427865886689698	NA
PLA2G2E	45.8748572757081	0.00849926721230675	0.0423340959150754	0.595672755808733	NA
PLA2G2A	41.1157880945211	0.0299193490261452	0.0572813974576286	0.0447867339632843	NA
PLA2G5	431.567751369036	0.0382068264472437	0.0430150355857495	0.129713754085703	0.357439608377038
PLA2G2D	46.6487692763951	0.0488671965442267	0.0740331039141745	0.046286678591149	NA
PLA2G2F	93.9434700006668	0.0706786855421497	0.0859575816233378	0.0332484197126651	NA
PLA2G2C	156.339443554406	0.0927850030151114	0.131456444955863	0.018117537646166	NA
UBXN10	61.6088427869964	0.0191615369508401	0.0480682754085913	0.174235553878616	NA
VWA5B1	263.905211207018	0.0458946681410076	0.0618117013313701	0.10432864751834	NA
CAMK2N1	7.92248071467554	0.00338399767830372	0.0443959473655279	0.624079334465776	NA
MUL1	55.6491766557219	0.0161519025545011	0.0457064038347895	0.29125322463038	NA
FAM43B	9.51322273084916	0.0216411352600194	0.0517184133092977	0.0250783719832892	NA
CDA	486.822921036102	-0.0108562603828374	0.0411040629078916	0.556427473943667	0.770346240065709
PINK1	213.328258227324	0.0412302375700007	0.0448810464096603	0.123141641328196	NA
DDOST	182.186420564074	0.0136345843669953	0.036626576598419	0.541147484959426	NA
KIF17	809.803890353255	0.0190917860252892	0.0388160181138934	0.387709901360851	0.644049087699154
SH2D5	203.150068154591	0.0538941694430746	0.0515127933026734	0.0663412270118187	NA
HP1BP3	570.301272573504	-0.0439996085657137	0.0390767019191377	0.0980159552714577	0.305771884628559
EIF4G3	5594.08733124116	-0.0998774655301166	0.0489184740248209	0.00452206691642166	0.0564966618300035
ECE1	3479.75737017894	0.00658046123911869	0.0344547048329998	0.767072705989276	0.893868023317605
NBPF3	326.667452237737	-0.00869168986396247	0.0389719506963561	0.66587187584094	0.840119503361408
ALPL	1084.49741435829	0.0327510218078339	0.034418294581348	0.164201632827766	0.407140156172815
RAP1GAP	845.645372120496	0.105870267317415	0.055664224675943	0.00536698779896792	0.0616247009681952
USP48	1658.48252729372	-0.0864409441872457	0.029751651280203	0.0006132225102514	0.0188492919222514
LDLRAD2	197.883528343481	0.0208181214083397	0.0425250581892634	0.335547440428398	NA
HSPG2	2501.34913920421	0.0107000885029215	0.0359096000563825	0.455045408921299	0.69426467155887
CELA3B	105.251368046532	-0.00191550548311508	0.0374946330909297	0.925491160549313	NA
CELA3A	59.5897920162772	0.017373486013351	0.046276099871855	0.259709487486055	NA
CDC42	1071.84145465216	-0.0955968951078631	0.049089592789177	0.00636440811231414	0.067811148883061
WNT4	541.837767590938	0.0162816005774055	0.032248122749001	0.41158222485575	0.660886383443748
ZBTB40	971.855441944375	-0.0209500987325629	0.033395616854352	0.372388335422434	0.629310934678162
EPHA8	307.201614974276	0.025320394371749	0.0429469272538903	0.274658617202115	NA
C1QA	28.0652401057981	0.0268608450867361	0.0526386520348927	0.107986709253978	NA
C1QC	49.3780171960231	0.215690217961485	0.11261019534616	0.00202778500492547	NA
C1QB	56.7139903241333	-0.0104388767282946	0.0416963792941236	0.558640652951124	NA
EPHB2	1882.76869346147	0.0542909691637399	0.0404955897600158	0.0498944505343861	0.210731959563443
LACTBL1	100.338464894772	0.2498954365006	0.0695970181922359	1.65525062492352e-05	NA
C1orf234	50.6748797024746	-0.00802831047461671	0.0421842890259323	0.641214586774722	NA
KDM1A	672.845684222714	-0.057475148978843	0.0402652446486387	0.0409900773024638	0.188999572611132
LUZP1	1234.28418758318	-0.0417139401461526	0.0340070505681033	0.0992424036523833	0.308726486924257
HTR1D	33.8963977775389	0.00377382030239255	0.0426108668480879	0.784453968259743	NA
HNRNPR	594.445803563333	-0.107491539600178	0.045035049462194	0.00174393007405826	0.0342658969970184
ZNF436	82.3464987735244	0.0106443134527637	0.0397995825958222	0.593745873827424	NA
TCEA3	685.164007562604	0.0739398255302923	0.0360928867581296	0.0081587785635015	0.0772322582540791
ASAP3	622.083653923187	0.066772366555838	0.0526686088938876	0.0352377119972412	0.173302423575003
E2F2	373.656409623773	0.019673972227582	0.0390382329481434	0.388197486301641	0.644444433967534
ID3	15.8159851490596	0.00788013719718361	0.0438158345968259	0.527489466975165	NA
MDS2	1006.75818799742	4.77190569296158e-05	0.0399641268267556	0.99061182921462	0.996771008431539
RPL11	53.5919838012059	0.0413702811584929	0.0611495117258493	0.0785295499252041	NA
TCEB3	202.447808546588	0.00363665252208134	0.0357814982426265	0.876655201123633	NA
PITHD1	89.5020257475384	-0.00478571445047671	0.0388939649531133	0.807931929930064	NA
LYPLA2	67.5844620524034	-0.00237424911089361	0.0390855553293283	0.900813488527065	NA
GALE	101.307074729234	0.0266206901679602	0.0448892000819539	0.249383550659526	NA
HMGCL	411.430717085685	0.0873740326011709	0.0457492636965172	0.00772486172219009	0.0753119922990504
